word,block,id,cond,order,word_duration,vot_duration,mem_1,mem_2
Paris,b,13,g1,32,699.694912,135.284047,6.216666667,3.426064463
peacock,b,13,g1,33,744.789594,87.280031,6.216666667,3.426064463
policy,b,13,g1,34,720.060252,136.738715,6.216666667,3.426064463
perk,b,13,g1,35,560.992065,128.010712,6.216666667,3.426064463
porcelain,b,13,g1,40,606.596213,96.008034,6.216666667,3.426064463
personal,b,13,g1,43,606.596213,98.917368,6.216666667,3.426064463
panther,b,13,g1,46,720.060252,112.009373,6.216666667,3.426064463
permit,b,13,g1,47,667.692234,110.554705,6.216666667,3.426064463
peace,b,13,g1,49,661.873565,136.738715,6.216666667,3.426064463
public,b,13,g1,52,696.785577,122.192043,6.216666667,3.426064463
pallet,b,13,g1,54,625.506886,151.285386,6.216666667,3.426064463
positive,b,13,g1,58,760.790933,114.918707,6.216666667,3.426064463
paw,b,13,g1,59,586.230872,196.380069,6.216666667,3.426064463
pocket,b,13,g1,61,557.137529,96.008034,6.216666667,3.426064463
possibly,b,13,g1,62,798.61228,110.554705,6.216666667,3.426064463
pitiful,b,13,g1,63,708.422915,93.098699,6.216666667,3.426064463
pamper,b,13,g1,66,722.969587,122.192043,6.216666667,3.426064463
park,b,13,g1,67,683.693573,155.649388,6.216666667,3.426064463
pain,b,13,g1,68,763.700268,130.920046,6.216666667,3.426064463
pendant,b,13,g1,70,826.250956,119.282708,6.216666667,3.426064463
panama,b,13,g1,73,711.332249,114.918707,6.216666667,3.426064463
piping,b,13,g1,76,850.980298,120.737376,6.216666667,3.426064463
pattern,b,13,g1,77,830.614958,170.19606,6.216666667,3.426064463
politic,b,13,g1,79,1045.9057,212.381408,6.216666667,3.426064463
pall,a,14,g1,0,374.65599,58.461421,8.373809524,2.884883637
policy,a,14,g1,4,599.701031,51.546629,8.373809524,2.884883637
Paris,a,14,g1,7,482.778188,51.546629,8.373809524,2.884883637
purchase,a,14,g1,8,546.897166,51.546629,8.373809524,2.884883637
peal,a,14,g1,14,435.003263,72.919622,8.373809524,2.884883637
panther,a,14,g1,16,492.836067,45.260455,8.373809524,2.884883637
personal,a,14,g1,17,579.585273,77.948562,8.373809524,2.884883637
possibly,a,14,g1,18,593.414856,47.774925,8.373809524,2.884883637
payment,a,14,g1,21,365.855346,49.03216,8.373809524,2.884883637
porcelain,a,14,g1,23,549.411636,66.633448,8.373809524,2.884883637
paw,a,14,g1,25,349.511293,69.147918,8.373809524,2.884883637
piping,a,14,g1,28,473.977544,44.00322,8.373809524,2.884883637
pave,a,14,g1,29,462.66243,57.832804,8.373809524,2.884883637
party,a,14,g1,30,438.774968,70.405152,8.373809524,2.884883637
park,a,14,g1,32,354.540232,51.546629,8.373809524,2.884883637
public,a,14,g1,38,446.318377,51.546629,8.373809524,2.884883637
parcel,a,14,g1,40,496.607772,45.260455,8.373809524,2.884883637
pain,a,14,g1,41,439.893058,72.919622,8.373809524,2.884883637
pointer,a,14,g1,42,384.713869,57.832804,8.373809524,2.884883637
power,a,14,g1,44,367.112581,55.318334,8.373809524,2.884883637
positive,a,14,g1,47,506.665651,44.00322,8.373809524,2.884883637
polarize,a,14,g1,49,706.565994,57.832804,8.373809524,2.884883637
pocket,a,14,g1,50,328.1383,47.774925,8.373809524,2.884883637
panama,a,14,g1,53,473.977544,41.488751,8.373809524,2.884883637
pair,a,14,g1,54,345.739588,69.147918,8.373809524,2.884883637
pamper,a,14,g1,55,481.520953,65.376213,8.373809524,2.884883637
politic,a,14,g1,57,595.929326,60.347274,8.373809524,2.884883637
permit,a,14,g1,58,370.884285,49.03216,8.373809524,2.884883637
pendant,a,14,g1,59,443.803907,70.405152,8.373809524,2.884883637
peacock,a,14,g1,61,563.24122,54.061099,8.373809524,2.884883637
pallet,a,14,g1,62,363.120076,62.233126,8.373809524,2.884883637
point,a,14,g1,65,333.167239,67.890683,8.373809524,2.884883637
pastry,a,14,g1,68,603.472735,47.774925,8.373809524,2.884883637
pattern,a,14,g1,70,382.357324,40.231516,8.373809524,2.884883637
peace,a,14,g1,71,425.296846,50.289395,8.373809524,2.884883637
pitiful,a,14,g1,73,463.919665,38.974281,8.373809524,2.884883637
popular,a,14,g1,74,499.122242,69.147918,8.373809524,2.884883637
perk,a,14,g1,76,357.369905,64.118978,8.373809524,2.884883637
picture,a,14,g1,77,402.315157,12.572349,8.373809524,2.884883637
pall,b,14,g1,0,321.481445,48.004017,8.373809524,2.884883637
pebble,b,14,g1,3,400.760806,99.644701,8.373809524,2.884883637
power,b,14,g1,7,470.58483,95.2807,8.373809524,2.884883637
purchase,b,14,g1,8,571.684198,58.186687,8.373809524,2.884883637
pair,b,14,g1,10,417.489478,81.461362,8.373809524,2.884883637
payment,b,14,g1,11,385.4868,77.09736,8.373809524,2.884883637
pastry,b,14,g1,13,578.957534,57.459353,8.373809524,2.884883637
party,b,14,g1,14,444.400821,81.461362,8.373809524,2.884883637
popular,b,14,g1,17,574.593533,82.188695,8.373809524,2.884883637
peal,b,14,g1,18,435.672818,99.644701,8.373809524,2.884883637
pave,b,14,g1,20,437.854819,70.551358,8.373809524,2.884883637
pointer,b,14,g1,22,480.040167,80.006694,8.373809524,2.884883637
picture,b,14,g1,25,464.766161,48.73135,8.373809524,2.884883637
point,b,14,g1,29,392.032803,83.643362,8.373809524,2.884883637
parcel,b,14,g1,30,529.49885,75.642693,8.373809524,2.884883637
polarize,b,14,g1,31,704.058911,61.096021,8.373809524,2.884883637
Paris,b,14,g1,32,507.678843,83.643362,8.373809524,2.884883637
peacock,b,14,g1,33,647.690558,107.645371,8.373809524,2.884883637
policy,b,14,g1,34,587.423297,65.460023,8.373809524,2.884883637
perk,b,14,g1,35,419.307812,102.554036,8.373809524,2.884883637
porcelain,b,14,g1,40,577.502867,54.550019,8.373809524,2.884883637
personal,b,14,g1,43,546.227523,85.09803,8.373809524,2.884883637
panther,b,14,g1,46,541.863521,58.186687,8.373809524,2.884883637
permit,b,14,g1,47,443.809127,98.190034,8.373809524,2.884883637
peace,b,14,g1,49,403.67014,69.096691,8.373809524,2.884883637
public,b,14,g1,52,432.03615,53.095352,8.373809524,2.884883637
pallet,b,14,g1,54,448.037489,86.552697,8.373809524,2.884883637
positive,b,14,g1,58,605.716912,83.643362,8.373809524,2.884883637
paw,b,14,g1,59,424.762814,100.372035,8.373809524,2.884883637
pocket,b,14,g1,61,397.851471,69.824024,8.373809524,2.884883637
possibly,b,14,g1,62,601.504875,54.550019,8.373809524,2.884883637
pitiful,b,14,g1,63,501.132841,50.913351,8.373809524,2.884883637
pamper,b,14,g1,66,522.225515,73.460692,8.373809524,2.884883637
park,b,14,g1,67,428.399482,86.552697,8.373809524,2.884883637
pain,b,14,g1,68,487.313502,77.824694,8.373809524,2.884883637
pendant,b,14,g1,70,378.940798,76.370026,8.373809524,2.884883637
panama,b,14,g1,73,562.956195,77.09736,8.373809524,2.884883637
piping,b,14,g1,76,531.680851,68.369357,8.373809524,2.884883637
pattern,b,14,g1,77,553.750552,88.007364,8.373809524,2.884883637
politic,b,14,g1,79,628.416218,91.644032,8.373809524,2.884883637
pall,a,15,g1,0,533.862848,116.373373,1,3.045307406
policy,a,15,g1,4,663.328225,67.278356,1,3.045307406
Paris,a,15,g1,7,656.054889,60.368687,1,3.045307406
purchase,a,15,g1,8,666.964893,71.278691,1,3.045307406
pebble,a,15,g1,9,432.036147,65.460022,1,3.045307406
peal,a,15,g1,14,428.399479,77.824693,1,3.045307406
panther,a,15,g1,16,508.406173,60.368687,1,3.045307406
personal,a,15,g1,17,546.954852,58.186686,1,3.045307406
possibly,a,15,g1,18,615.324209,85.098029,1,3.045307406
porcelain,a,15,g1,23,619.68821,54.550019,1,3.045307406
paw,a,15,g1,25,390.578133,82.916028,1,3.045307406
piping,a,15,g1,28,517.861509,55.277352,1,3.045307406
pave,a,15,g1,29,497.496169,61.096021,1,3.045307406
party,a,15,g1,30,477.858162,51.640684,1,3.045307406
park,a,15,g1,32,330.936779,57.459353,1,3.045307406
public,a,15,g1,38,501.132837,63.278021,1,3.045307406
parcel,a,15,g1,40,474.984771,66.187356,1,3.045307406
pain,a,15,g1,41,501.86017,53.822685,1,3.045307406
pointer,a,15,g1,42,440.036816,27.017445,1,3.045307406
power,a,15,g1,44,496.099517,85.098029,1,3.045307406
positive,a,15,g1,47,578.230196,57.459353,1,3.045307406
polarize,a,15,g1,49,717.878244,38.54868,1,3.045307406
pocket,a,15,g1,50,403.670137,48.004016,1,3.045307406
panama,a,15,g1,53,567.545987,66.187356,1,3.045307406
pair,a,15,g1,54,424.035477,59.641354,1,3.045307406
pamper,a,15,g1,55,464.766158,61.096021,1,3.045307406
politic,a,15,g1,57,565.138192,72.733358,1,3.045307406
permit,a,15,g1,58,354.938787,53.095351,1,3.045307406
pendant,a,15,g1,59,567.320193,33.821011,1,3.045307406
peacock,a,15,g1,61,553.137188,66.187356,1,3.045307406
pallet,a,15,g1,62,526.589512,77.824693,1,3.045307406
point,a,15,g1,65,512.770174,55.277352,1,3.045307406
pastry,a,15,g1,68,634.484679,80.006694,1,3.045307406
pattern,a,15,g1,70,553.500855,85.098029,1,3.045307406
peace,a,15,g1,71,534.590181,65.460022,1,3.045307406
pitiful,a,15,g1,73,506.224172,49.458683,1,3.045307406
popular,a,15,g1,74,543.318184,58.186686,1,3.045307406
perk,a,15,g1,76,388.396132,72.006024,1,3.045307406
picture,a,15,g1,77,538.954183,46.549349,1,3.045307406
pall,b,15,g1,0,452.401492,48.004017,1,3.045307406
pebble,b,15,g1,3,482.816949,62.738926,1,3.045307406
power,b,15,g1,7,540.100316,87.28894,1,3.045307406
purchase,b,15,g1,8,620.569807,58.647256,1,3.045307406
pair,b,15,g1,10,458.266934,76.377822,1,3.045307406
payment,b,15,g1,11,567.378109,65.466705,1,3.045307406
pastry,b,15,g1,13,568.741999,51.827808,1,3.045307406
party,b,15,g1,14,466.450273,55.919477,1,3.045307406
popular,b,15,g1,17,538.736426,62.738926,1,3.045307406
peal,b,15,g1,18,460.994714,90.016719,1,3.045307406
pave,b,15,g1,20,477.36139,46.372249,1,3.045307406
pointer,b,15,g1,22,613.750359,79.105602,1,3.045307406
picture,b,15,g1,25,454.175265,24.010586,1,3.045307406
point,b,15,g1,29,540.78226,75.013933,1,3.045307406
parcel,b,15,g1,30,599.429517,49.781974,1,3.045307406
polarize,b,15,g1,31,825.494232,64.78476,1,3.045307406
Paris,b,15,g1,32,578.289227,56.601422,1,3.045307406
peacock,b,15,g1,33,642.392042,60.011146,1,3.045307406
policy,b,15,g1,34,629.328313,60.693091,1,3.045307406
perk,b,15,g1,35,400.841132,57.965312,1,3.045307406
porcelain,b,15,g1,40,741.742376,52.509753,1,3.045307406
personal,b,15,g1,43,630.351241,89.334774,1,3.045307406
panther,b,15,g1,46,548.283654,30.005573,1,3.045307406
permit,b,15,g1,47,634.44291,77.741712,1,3.045307406
peace,b,15,g1,49,544.873929,75.695878,1,3.045307406
public,b,15,g1,52,518.960025,71.604209,1,3.045307406
pallet,b,15,g1,54,555.337308,68.194484,1,3.045307406
positive,b,15,g1,58,593.292013,59.329201,1,3.045307406
paw,b,15,g1,59,411.21274,119.340348,1,3.045307406
pocket,b,15,g1,61,426.215527,55.237532,1,3.045307406
possibly,b,15,g1,62,668.987891,59.329201,1,3.045307406
pitiful,b,15,g1,63,580.715671,67.512539,1,3.045307406
pamper,b,15,g1,66,574.197558,48.418084,1,3.045307406
park,b,15,g1,67,418.714134,52.509753,1,3.045307406
pain,b,15,g1,68,504.639184,68.194484,1,3.045307406
pendant,b,15,g1,70,589.200344,72.286153,1,3.045307406
panama,b,15,g1,73,530.553088,64.102815,1,3.045307406
piping,b,15,g1,76,523.051695,51.145863,1,3.045307406
pattern,b,15,g1,77,566.696164,81.833381,1,3.045307406
politic,b,15,g1,79,548.283654,63.42087,1,3.045307406
pall,a,16,g1,0,434.945485,78.552027,6.207142857,3.398302189
policy,a,16,g1,4,597.868209,66.91469,6.207142857,3.398302189
Paris,a,16,g1,7,514.95218,65.460023,6.207142857,3.398302189
purchase,a,16,g1,8,599.322876,53.822685,6.207142857,3.398302189
pebble,a,16,g1,9,458.22016,66.91469,6.207142857,3.398302189
peal,a,16,g1,14,481.494835,64.005356,6.207142857,3.398302189
panther,a,16,g1,16,600.777543,74.188026,6.207142857,3.398302189
personal,a,16,g1,17,692.421575,90.189365,6.207142857,3.398302189
possibly,a,16,g1,18,680.784238,65.460023,6.207142857,3.398302189
payment,a,16,g1,21,578.957536,62.550689,6.207142857,3.398302189
porcelain,a,16,g1,23,645.872226,71.278692,6.207142857,3.398302189
paw,a,16,g1,25,429.126817,84.370696,6.207142857,3.398302189
piping,a,16,g1,28,580.412203,52.368018,6.207142857,3.398302189
pave,a,16,g1,29,546.954858,75.642693,6.207142857,3.398302189
party,a,16,g1,30,520.770849,97.462701,6.207142857,3.398302189
park,a,16,g1,32,433.490818,75.642693,6.207142857,3.398302189
public,a,16,g1,38,469.857497,52.368018,6.207142857,3.398302189
parcel,a,16,g1,40,541.136189,88.734698,6.207142857,3.398302189
pain,a,16,g1,41,449.492157,78.552027,6.207142857,3.398302189
pointer,a,16,g1,42,656.054896,91.644032,6.207142857,3.398302189
power,a,16,g1,44,490.222838,82.916029,6.207142857,3.398302189
positive,a,16,g1,47,842.252294,77.09736,6.207142857,3.398302189
polarize,a,16,g1,49,722.969586,71.278692,6.207142857,3.398302189
pocket,a,16,g1,50,481.494835,68.369357,6.207142857,3.398302189
panama,a,16,g1,53,590.594873,81.461362,6.207142857,3.398302189
pair,a,16,g1,54,391.30547,81.461362,6.207142857,3.398302189
pamper,a,16,g1,55,516.406847,66.91469,6.207142857,3.398302189
politic,a,16,g1,57,632.780221,66.91469,6.207142857,3.398302189
permit,a,16,g1,58,478.585501,74.188026,6.207142857,3.398302189
pendant,a,16,g1,59,565.865531,66.91469,6.207142857,3.398302189
peacock,a,16,g1,61,545.500191,58.186687,6.207142857,3.398302189
pallet,a,16,g1,62,491.677505,84.370696,6.207142857,3.398302189
point,a,16,g1,65,501.860175,84.370696,6.207142857,3.398302189
pastry,a,16,g1,68,568.774865,81.461362,6.207142857,3.398302189
pattern,a,16,g1,70,645.872226,78.552027,6.207142857,3.398302189
peace,a,16,g1,71,490.950171,88.007364,6.207142857,3.398302189
pitiful,a,16,g1,73,531.680852,52.368018,6.207142857,3.398302189
popular,a,16,g1,74,611.687547,48.73135,6.207142857,3.398302189
perk,a,16,g1,76,351.302123,61.096021,6.207142857,3.398302189
picture,a,16,g1,77,515.451584,33.457345,6.207142857,3.398302189
pall,b,16,g1,0,346.210786,85.098029,6.207142857,3.398302189
pebble,b,16,g1,3,333.846116,74.915359,6.207142857,3.398302189
power,b,16,g1,7,439.309485,82.188695,6.207142857,3.398302189
purchase,b,16,g1,8,496.367231,72.006025,6.207142857,3.398302189
pair,b,16,g1,10,413.85281,88.734697,6.207142857,3.398302189
payment,b,16,g1,11,562.228861,79.279361,6.207142857,3.398302189
pastry,b,16,g1,13,508.406176,59.641354,6.207142857,3.398302189
party,b,16,g1,14,381.850132,90.189365,6.207142857,3.398302189
popular,b,16,g1,17,568.774863,62.550688,6.207142857,3.398302189
peal,b,16,g1,18,474.221497,82.916029,6.207142857,3.398302189
pave,b,16,g1,20,478.585499,84.370696,6.207142857,3.398302189
pointer,b,16,g1,22,453.128823,77.824694,6.207142857,3.398302189
picture,b,16,g1,25,507.36112,24.911175,6.207142857,3.398302189
point,b,16,g1,29,447.310155,72.006025,6.207142857,3.398302189
parcel,b,16,g1,30,533.135518,85.825363,6.207142857,3.398302189
polarize,b,16,g1,31,632.780219,55.277352,6.207142857,3.398302189
Paris,b,16,g1,32,456.765491,56.73202,6.207142857,3.398302189
peacock,b,16,g1,33,503.314841,54.550019,6.207142857,3.398302189
policy,b,16,g1,34,546.954856,66.91469,6.207142857,3.398302189
perk,b,16,g1,35,346.93812,70.551358,6.207142857,3.398302189
porcelain,b,16,g1,40,618.581152,65.460023,6.207142857,3.398302189
personal,b,16,g1,43,576.048199,74.915359,6.207142857,3.398302189
panther,b,16,g1,46,542.590854,61.823355,6.207142857,3.398302189
permit,b,16,g1,47,501.860174,72.733359,6.207142857,3.398302189
peace,b,16,g1,49,461.129493,75.642693,6.207142857,3.398302189
public,b,16,g1,52,478.357854,66.187356,6.207142857,3.398302189
pallet,b,16,g1,54,498.223506,76.370026,6.207142857,3.398302189
positive,b,16,g1,58,758.858693,68.369357,6.207142857,3.398302189
paw,b,16,g1,59,453.856157,89.462031,6.207142857,3.398302189
pocket,b,16,g1,61,541.136187,74.188026,6.207142857,3.398302189
possibly,b,16,g1,62,674.238233,68.369357,6.207142857,3.398302189
pitiful,b,16,g1,63,458.220159,55.277352,6.207142857,3.398302189
pamper,b,16,g1,66,505.496842,71.278691,6.207142857,3.398302189
park,b,16,g1,67,456.765491,69.096691,6.207142857,3.398302189
pain,b,16,g1,68,579.836711,85.825363,6.207142857,3.398302189
pendant,b,16,g1,70,594.481303,63.278022,6.207142857,3.398302189
panama,b,16,g1,73,601.504875,77.824694,6.207142857,3.398302189
piping,b,16,g1,76,486.586168,59.641354,6.207142857,3.398302189
pattern,b,16,g1,77,504.769508,62.550688,6.207142857,3.398302189
politic,b,16,g1,79,622.809453,69.824024,6.207142857,3.398302189
pall,a,17,g1,0,378.031631,85.09803,4.833333333,1.762173268
policy,a,17,g1,4,632.78022,76.370027,4.833333333,1.762173268
Paris,a,17,g1,7,753.881262,85.09803,4.833333333,1.762173268
purchase,a,17,g1,8,668.783232,73.097025,4.833333333,1.762173268
pebble,a,17,g1,9,409.125142,89.462031,4.833333333,1.762173268
peal,a,17,g1,14,444.037154,102.554036,4.833333333,1.762173268
panther,a,17,g1,16,603.32321,74.188026,4.833333333,1.762173268
personal,a,17,g1,17,605.50521,69.824024,4.833333333,1.762173268
possibly,a,17,g1,18,597.868208,78.552027,4.833333333,1.762173268
payment,a,17,g1,21,522.589182,86.18903,4.833333333,1.762173268
porcelain,a,17,g1,23,643.033553,89.462031,4.833333333,1.762173268
paw,a,17,g1,25,423.308147,92.735032,4.833333333,1.762173268
piping,a,17,g1,28,540.045188,60.005021,4.833333333,1.762173268
pave,a,17,g1,29,598.959208,82.916029,4.833333333,1.762173268
party,a,17,g1,30,483.313168,63.278022,4.833333333,1.762173268
park,a,17,g1,32,424.399147,86.18903,4.833333333,1.762173268
public,a,17,g1,38,531.317185,87.28003,4.833333333,1.762173268
parcel,a,17,g1,40,519.31618,87.28003,4.833333333,1.762173268
pain,a,17,g1,41,517.13418,111.282039,4.833333333,1.762173268
pointer,a,17,g1,42,565.138196,82.916029,4.833333333,1.762173268
power,a,17,g1,44,545.50019,94.917033,4.833333333,1.762173268
positive,a,17,g1,47,606.596211,89.462031,4.833333333,1.762173268
polarize,a,17,g1,49,786.474684,81.825028,4.833333333,1.762173268
pocket,a,17,g1,50,463.675161,68.733024,4.833333333,1.762173268
panama,a,17,g1,53,570.593198,63.278022,4.833333333,1.762173268
pair,a,17,g1,54,476.767166,77.461027,4.833333333,1.762173268
pamper,a,17,g1,55,582.594202,81.825028,4.833333333,1.762173268
politic,a,17,g1,57,651.327226,76.370027,4.833333333,1.762173268
permit,a,17,g1,58,401.950609,82.916029,4.833333333,1.762173268
pendant,a,17,g1,59,514.952179,91.644032,4.833333333,1.762173268
peacock,a,17,g1,61,624.052217,106.918037,4.833333333,1.762173268
pallet,a,17,g1,62,441.855154,85.09803,4.833333333,1.762173268
point,a,17,g1,65,464.766161,101.463035,4.833333333,1.762173268
pastry,a,17,g1,68,649.145226,77.461027,4.833333333,1.762173268
pattern,a,17,g1,70,570.593198,87.28003,4.833333333,1.762173268
peace,a,17,g1,71,605.50521,93.826033,4.833333333,1.762173268
pitiful,a,17,g1,73,619.688215,80.734028,4.833333333,1.762173268
popular,a,17,g1,74,675.329235,67.642024,4.833333333,1.762173268
perk,a,17,g1,76,439.673153,103.645036,4.833333333,1.762173268
picture,a,17,g1,77,562.956196,77.461027,4.833333333,1.762173268
pall,b,17,g1,0,371.303796,73.460692,4.833333333,1.762173268
pebble,b,17,g1,3,438.582153,72.006025,4.833333333,1.762173268
power,b,17,g1,7,581.86687,79.279361,4.833333333,1.762173268
purchase,b,17,g1,8,761.366303,63.278022,4.833333333,1.762173268
pair,b,17,g1,10,519.316181,50.186018,4.833333333,1.762173268
payment,b,17,g1,11,512.770179,86.552697,4.833333333,1.762173268
pastry,b,17,g1,13,672.056234,72.733359,4.833333333,1.762173268
party,b,17,g1,14,517.861514,91.644032,4.833333333,1.762173268
popular,b,17,g1,17,649.508893,73.460692,4.833333333,1.762173268
peal,b,17,g1,18,464.038829,88.734698,4.833333333,1.762173268
pave,b,17,g1,20,635.863208,92.371366,4.833333333,1.762173268
pointer,b,17,g1,22,627.279906,101.826702,4.833333333,1.762173268
picture,b,17,g1,25,546.80225,37.094013,4.833333333,1.762173268
point,b,17,g1,29,462.584161,67.642024,4.833333333,1.762173268
parcel,b,17,g1,30,577.502868,90.189365,4.833333333,1.762173268
polarize,b,17,g1,31,934.259993,85.09803,4.833333333,1.762173268
Paris,b,17,g1,32,802.97628,101.826702,4.833333333,1.762173268
peacock,b,17,g1,33,622.59755,85.825363,4.833333333,1.762173268
policy,b,17,g1,34,749.153595,88.734698,4.833333333,1.762173268
perk,b,17,g1,35,450.946824,112.009372,4.833333333,1.762173268
porcelain,b,17,g1,40,757.881598,110.554705,4.833333333,1.762173268
personal,b,17,g1,43,670.302476,119.282708,4.833333333,1.762173268
panther,b,17,g1,46,586.230871,96.008033,4.833333333,1.762173268
permit,b,17,g1,47,432.036151,100.372035,4.833333333,1.762173268
peace,b,17,g1,49,600.777543,88.734698,4.833333333,1.762173268
public,b,17,g1,52,564.410864,64.005356,4.833333333,1.762173268
pallet,b,17,g1,54,461.129494,82.916029,4.833333333,1.762173268
positive,b,17,g1,58,759.336265,71.278692,4.833333333,1.762173268
paw,b,17,g1,59,491.677505,90.189365,4.833333333,1.762173268
pocket,b,17,g1,61,429.126816,87.28003,4.833333333,1.762173268
possibly,b,17,g1,62,642.962891,64.005356,4.833333333,1.762173268
pitiful,b,17,g1,63,583.321537,58.186687,4.833333333,1.762173268
pamper,b,17,g1,66,551.581648,90.189365,4.833333333,1.762173268
park,b,17,g1,67,414.580145,81.461362,4.833333333,1.762173268
pain,b,17,g1,68,471.312164,87.28003,4.833333333,1.762173268
pendant,b,17,g1,70,487.313503,74.188026,4.833333333,1.762173268
panama,b,17,g1,73,635.689555,91.644032,4.833333333,1.762173268
piping,b,17,g1,76,586.230871,91.644032,4.833333333,1.762173268
pattern,b,17,g1,77,605.141544,80.006695,4.833333333,1.762173268
politic,b,17,g1,79,692.421575,74.188026,4.833333333,1.762173268
pall,a,18,g1,0,350.722525,47.867641,11.875,3.426064463
policy,a,18,g1,4,549.864193,65.357741,11.875,3.426064463
Paris,a,18,g1,7,490.643323,60.755083,11.875,3.426064463
purchase,a,18,g1,8,525.623522,34.980199,11.875,3.426064463
pebble,a,18,g1,9,384.782193,38.662326,11.875,3.426064463
peal,a,18,g1,14,400.43123,84.688904,11.875,3.426064463
panther,a,18,g1,16,516.73421,69.960399,11.875,3.426064463
personal,a,18,g1,17,539.431496,64.437209,11.875,3.426064463
possibly,a,18,g1,18,619.978007,55.231894,11.875,3.426064463
payment,a,18,g1,21,506.196104,52.470299,11.875,3.426064463
porcelain,a,18,g1,23,618.59721,74.563057,11.875,3.426064463
paw,a,18,g1,25,353.48412,69.039867,11.875,3.426064463
piping,a,18,g1,28,503.530765,60.755083,11.875,3.426064463
pave,a,18,g1,29,442.775682,73.642525,11.875,3.426064463
party,a,18,g1,30,468.550565,69.960399,11.875,3.426064463
park,a,18,g1,32,367.292094,88.37103,11.875,3.426064463
public,a,18,g1,38,485.120134,51.549768,11.875,3.426064463
parcel,a,18,g1,40,493.404918,57.072957,11.875,3.426064463
pain,a,18,g1,41,428.507442,77.324651,11.875,3.426064463
pointer,a,18,g1,42,510.895017,50.629236,11.875,3.426064463
power,a,18,g1,44,490.643323,71.801462,11.875,3.426064463
positive,a,18,g1,47,672.908572,79.165714,11.875,3.426064463
polarize,a,18,g1,49,661.257666,61.675615,11.875,3.426064463
pocket,a,18,g1,50,407.795482,47.867641,11.875,3.426064463
panama,a,18,g1,53,549.557343,68.119336,11.875,3.426064463
pair,a,18,g1,54,379.259004,70.88093,11.875,3.426064463
pamper,a,18,g1,55,497.087044,58.91402,11.875,3.426064463
politic,a,18,g1,57,611.232958,63.516678,11.875,3.426064463
permit,a,18,g1,58,418.841861,89.291562,11.875,3.426064463
pendant,a,18,g1,59,486.040665,44.185515,11.875,3.426064463
peacock,a,18,g1,61,508.133423,46.94711,11.875,3.426064463
pallet,a,18,g1,62,405.033888,67.198804,11.875,3.426064463
point,a,18,g1,65,423.444519,79.165714,11.875,3.426064463
pastry,a,18,g1,68,577.17329,49.708704,11.875,3.426064463
pattern,a,18,g1,70,578.093821,76.40412,11.875,3.426064463
peace,a,18,g1,71,466.709502,75.483588,11.875,3.426064463
pitiful,a,18,g1,73,544.954685,65.357741,11.875,3.426064463
popular,a,18,g1,74,610.312426,64.437209,11.875,3.426064463
perk,a,18,g1,76,308.378074,45.106047,11.875,3.426064463
picture,a,18,g1,77,519.179801,33.287461,11.875,3.426064463
pall,b,18,g1,0,387.668801,65.460023,11.875,3.426064463
pebble,b,18,g1,3,376.031463,58.91402,11.875,3.426064463
power,b,18,g1,7,411.433359,54.550019,11.875,3.426064463
purchase,b,18,g1,8,501.860173,57.459353,11.875,3.426064463
pair,b,18,g1,10,357.183452,62.550688,11.875,3.426064463
payment,b,18,g1,11,501.13284,55.277352,11.875,3.426064463
pastry,b,18,g1,13,488.768169,47.276683,11.875,3.426064463
party,b,18,g1,14,405.85214,60.368688,11.875,3.426064463
popular,b,18,g1,17,573.554381,68.369357,11.875,3.426064463
peal,b,18,g1,18,337.482783,61.096021,11.875,3.426064463
pave,b,18,g1,20,434.21815,51.640685,11.875,3.426064463
pointer,b,18,g1,22,467.675495,60.368688,11.875,3.426064463
picture,b,18,g1,25,434.945484,19.638007,11.875,3.426064463
point,b,18,g1,29,419.671478,56.004686,11.875,3.426064463
parcel,b,18,g1,30,469.130162,72.006025,11.875,3.426064463
polarize,b,18,g1,31,693.87624,54.550019,11.875,3.426064463
Paris,b,18,g1,32,531.68085,71.278691,11.875,3.426064463
peacock,b,18,g1,33,488.040835,52.368018,11.875,3.426064463
policy,b,18,g1,34,554.228192,69.096691,11.875,3.426064463
perk,b,18,g1,35,328.75478,52.368018,11.875,3.426064463
porcelain,b,18,g1,40,582.594201,64.005355,11.875,3.426064463
personal,b,18,g1,43,493.13217,61.823355,11.875,3.426064463
panther,b,18,g1,46,464.038827,54.550019,11.875,3.426064463
permit,b,18,g1,47,350.574788,75.642693,11.875,3.426064463
peace,b,18,g1,49,508.406176,94.553366,11.875,3.426064463
public,b,18,g1,52,516.17885,38.54868,11.875,3.426064463
pallet,b,18,g1,54,375.30413,75.642693,11.875,3.426064463
positive,b,18,g1,58,629.870884,40.730681,11.875,3.426064463
paw,b,18,g1,59,336.75545,72.006025,11.875,3.426064463
pocket,b,18,g1,61,392.032802,105.46337,11.875,3.426064463
possibly,b,18,g1,62,551.568567,64.732689,11.875,3.426064463
pitiful,b,18,g1,63,493.707561,55.277352,11.875,3.426064463
pamper,b,18,g1,66,442.218819,50.186017,11.875,3.426064463
park,b,18,g1,67,368.030794,47.276683,11.875,3.426064463
pain,b,18,g1,68,429.854149,72.733358,11.875,3.426064463
pendant,b,18,g1,70,506.799565,45.094682,11.875,3.426064463
panama,b,18,g1,73,482.9495,42.912681,11.875,3.426064463
piping,b,18,g1,76,482.9495,60.368688,11.875,3.426064463
