,word,block,id,cond,order,word_duration,vot,KF,vot_per,word_id
1558,party,b,22,g2,14,447.310157,50.913351,216,11.38211378,party22
1605,party,a,23,g2,30,386.345541,58.171346,216,15.05681827,party23
1638,party,b,23,g2,14,390.73583,70.244644,216,17.97752819,party23
1685,party,a,24,g2,30,643.177519,98.78153,216,15.35836174,party24
1718,party,b,24,g2,14,536.7672,75.449205,216,14.05622493,party24
1765,party,a,25,g2,30,488.419789,118.537837,216,24.26966304,party25
1794,party,b,25,g2,14,435.736306,102.074248,216,23.42569269,party25
1841,party,a,26,g2,30,442.321738,71.342216,216,16.1290323,party26
1874,party,b,26,g2,14,428.053296,53.232269,216,12.43589747,party26
1921,party,a,27,g2,30,486.060072,81.165501,216,16.69865633,party27
1954,party,b,27,g2,14,468.663483,77.927652,216,16.62763472,party27
2000,party,a,28,g2,30,346.832929,80.122797,216,23.10126585,party28
2033,party,b,28,g2,14,400.613983,63.659208,216,15.89041089,party28
2080,party,a,29,g2,30,420.37029,88.903377,216,21.148825,party29
2113,party,b,29,g2,14,426.406939,84.513087,216,19.81981982,party29
2157,party,a,30,g2,30,403.357916,62.561636,216,15.51020409,party30
2190,party,b,30,g2,14,434.172676,70.189578,216,16.16628173,party30
2237,party,a,31,g1,30,346.832925,54.878627,216,15.8227847,party31
2270,party,b,31,g1,14,415.979998,83.415514,216,20.05277042,party31
2317,party,a,32,g1,30,383.601609,59.268918,216,15.45064374,party32
2350,party,b,32,g1,14,409.394563,63.110422,216,15.41554962,party32
2397,party,a,33,g1,30,560.859579,92.196095,216,16.43835613,party33
2430,party,b,33,g1,14,508.176095,97.683958,216,19.22246225,party33
2477,party,a,34,g1,30,526.834828,83.415515,216,15.83333344,party34
2510,party,b,34,g1,14,502.688231,74.634934,216,14.8471616,party34
2557,party,a,35,g1,30,331.466913,43.902902,216,13.245033,party35
2590,party,b,35,g1,14,340.24749,53.781055,216,15.80645165,party35
2637,party,a,36,g1,30,523.54211,107.562111,216,20.54507344,party36
2670,party,b,36,g1,14,531.225114,87.805804,216,16.52892563,party36
2717,party,a,37,g2,30,495.554011,69.147071,216,13.95348831,party37
2749,party,b,37,g2,14,457.687756,73.537361,216,16.06714622,party37
2795,party,a,38,g2,30,497.200369,94.39124,216,18.98454746,party38
2828,party,b,38,g2,14,452.199892,105.366965,216,23.30097085,party38
2875,party,a,39,g2,30,450.00475,50.488338,216,11.21951224,party39
2908,party,b,39,g2,14,433.541161,49.390765,216,11.39240502,party39
2955,party,a,40,g2,30,486.224644,75.732507,216,15.57562084,party40
2988,party,b,40,g2,14,518.054243,98.781529,216,19.06779654,party40
3035,party,a,41,g2,30,520.249389,97.683957,216,18.77637131,party41
3068,party,b,41,g2,14,465.370764,74.634934,216,16.03773588,party41
3115,party,a,42,g2,30,372.077095,45.000475,216,12.09439538,party42
3148,party,b,42,g2,14,409.394564,64.756781,216,15.81769439,party42
3194,party,a,43,g1,30,518.054248,66.951926,216,12.92372879,party43
3227,party,b,43,g1,14,430.248443,73.537361,216,17.09183663,party43
3274,party,a,44,g2,30,469.761051,94.391239,216,20.0934579,party44
3307,party,b,44,g2,14,487.322216,92.196095,216,18.91891894,party44
3354,party,a,45,g1,30,430.248441,72.439788,216,16.83673457,party45
3387,party,b,45,g1,14,500.04879,116.342691,216,23.26626788,party45
3434,party,a,46,g2,30,486.51013,124.374043,216,25.56453306,party46
3467,party,b,46,g2,14,489.495505,136.011381,216,27.78603268,party46
3514,party,a,47,g1,30,430.581484,109.100038,216,25.3378378,party47
3547,party,b,47,g1,14,328.027448,33.457345,216,10.19955653,party47
3594,party,a,48,g2,30,424.760579,52.683483,216,12.40310085,party48
3627,party,b,48,g2,14,467.565909,69.147071,216,14.78873238,party48
3674,party,a,49,g1,30,499.395513,64.756781,216,12.96703301,party49
3706,party,b,49,g1,14,536.71298,77.927651,216,14.51942731,party49
3752,party,a,1,g1,30,492.261294,99.879103,216,20.28985505,party1
3785,party,b,1,g1,14,318.433239,68.598285,216,21.5424386,party1
3831,party,a,2,g1,30,421.742256,65.854354,216,15.61483419,party2
3864,party,b,2,g1,14,578.42074,81.28747,216,14.05334636,party2
34,pastry,a,3,g1,68,529.029974,73.331954,4,13.86158774,pastry3
47,pastry,b,3,g1,13,474.939696,63.307732,4,13.32963585,pastry3
114,pastry,a,4,g1,68,564.701083,70.315156,4,12.45174803,pastry4
127,pastry,b,4,g1,13,453.227634,36.41545,4,8.034693224,pastry4
194,pastry,a,5,g1,68,576.107467,84.249699,4,14.62395539,pastry5
207,pastry,b,5,g1,13,568.047533,86.990638,4,15.31397162,pastry5
273,pastry,a,6,g2,68,693.14891,86.552697,4,12.48688352,pastry6
286,pastry,b,6,g2,13,500.112625,73.332234,4,14.66314393,pastry6
353,pastry,a,7,g2,68,555.682861,37.094013,4,6.675392675,pastry7
366,pastry,b,7,g2,13,583.896923,69.824024,4,11.95827915,pastry7
433,pastry,a,8,g2,68,533.558959,64.732689,4,12.13224666,pastry8
446,pastry,b,8,g2,13,545.366779,70.880931,4,12.99692862,pastry8
511,pastry,a,9,g2,68,687.123733,70.79343,4,10.30286491,pastry9
524,pastry,b,9,g2,13,601.469763,52.134697,4,8.667883276,pastry9
591,pastry,a,10,g2,68,606.596197,68.369356,4,11.27098329,pastry10
604,pastry,b,10,g2,13,518.054248,57.073773,4,11.01694914,pastry10
670,pastry,a,11,g1,68,670.616834,60.915277,4,9.083469712,pastry11
683,pastry,b,11,g1,13,520.798177,65.305567,4,12.53951528,pastry11
748,pastry,a,12,g1,68,725.048637,25.451194,4,3.510274029,pastry12
760,pastry,b,12,g1,13,726.044248,161.343166,4,22.22222219,pastry12
826,pastry,a,13,g1,68,866.981636,105.46337,4,12.16442951,pastry13
839,pastry,b,13,g1,13,746.244261,91.644032,4,12.28070175,pastry13
905,pastry,a,14,g1,68,603.472735,47.774925,4,7.916666691,pastry14
918,pastry,b,14,g1,13,578.957534,57.459353,4,9.924623073,pastry14
984,pastry,a,15,g1,68,634.484679,80.006694,4,12.60971252,pastry15
997,pastry,b,15,g1,13,568.741999,51.827808,4,9.112709821,pastry15
1064,pastry,a,16,g1,68,568.774865,81.461362,4,14.32225069,pastry16
1077,pastry,b,16,g1,13,508.406176,59.641354,4,11.73104435,pastry16
1144,pastry,a,17,g1,68,649.145226,77.461027,4,11.93277311,pastry17
1157,pastry,b,17,g1,13,672.056234,72.733359,4,10.82251087,pastry17
1224,pastry,a,18,g1,68,577.17329,49.708704,4,8.612440122,pastry18
1237,pastry,b,18,g1,13,488.768169,47.276683,4,9.672619045,pastry18
1304,pastry,a,19,g1,68,688.057574,61.096021,4,8.879492547,pastry19
1317,pastry,b,19,g1,13,550.591526,53.095352,4,9.643328946,pastry19
1384,pastry,a,20,g1,68,617.41562,68.049499,4,11.02166787,pastry20
1397,pastry,b,20,g1,13,565.249869,92.196095,4,16.31067959,pastry20
1464,pastry,a,21,g2,68,586.958206,80.006695,4,13.63073115,pastry21
1477,pastry,b,21,g2,13,520.043513,64.732689,4,12.44755244,pastry21
1544,pastry,a,22,g2,68,514.95218,28.36601,4,5.508474593,pastry22
1557,pastry,b,22,g2,13,512.643962,66.91469,4,13.05285831,pastry22
1624,pastry,a,23,g2,68,576.225593,48.293193,4,8.380952458,pastry23
1637,pastry,b,23,g2,13,579.518309,72.439789,4,12.50000006,pastry23
1704,pastry,a,24,g2,68,627.811503,72.439789,4,11.53846157,pastry24
1717,pastry,b,24,g2,13,670.420077,71.137822,4,10.61093252,pastry24
1781,pastry,a,25,g2,68,552.078998,66.951926,4,12.12723654,pastry25
1793,pastry,b,25,g2,13,508.220531,93.293668,4,18.35692624,pastry25
1860,pastry,a,26,g2,68,603.664903,58.171345,4,9.636363604,pastry26
1873,pastry,b,26,g2,13,525.737254,59.817704,4,11.37787051,pastry26
1940,pastry,a,27,g2,68,591.48193,72.76907,4,12.30283907,pastry27
1953,pastry,b,27,g2,13,908.090177,96.586385,4,10.63621075,pastry27
2019,pastry,a,28,g2,68,519.15182,64.756781,4,12.47357295,pastry28
2032,pastry,b,28,g2,13,534.517834,64.756781,4,12.11498979,pastry28
2099,pastry,a,29,g2,68,535.615408,74.634934,4,13.93442625,pastry29
2112,pastry,b,29,g2,13,504.883377,35.671108,4,7.06521736,pastry29
2176,pastry,a,30,g2,68,558.115647,55.976201,4,10.0294986,pastry30
2189,pastry,b,30,g2,13,510.378504,47.127288,4,9.233791712,pastry30
2256,pastry,a,31,g1,68,532.462448,79.025223,4,14.84146409,pastry31
2269,pastry,b,31,g1,13,552.078994,75.732506,4,13.71769381,pastry31
2336,pastry,a,32,g1,68,519.176187,50.488338,4,9.724702185,pastry32
2349,pastry,b,32,g1,13,487.871001,48.841979,4,10.01124865,pastry32
2416,pastry,a,33,g1,68,683.787705,81.220369,4,11.87800956,pastry33
2429,pastry,b,33,g1,13,625.887996,61.464063,4,9.820297464,pastry33
2496,pastry,a,34,g1,68,638.78723,107.562111,4,16.83848799,pastry34
2509,pastry,b,34,g1,13,633.299365,69.147071,4,10.91854419,pastry34
2576,pastry,a,35,g1,68,543.298417,55.976201,4,10.30303039,pastry35
2589,pastry,b,35,g1,13,567.445008,62.561635,4,11.02514501,pastry35
2656,pastry,a,36,g1,68,576.225593,91.098522,4,15.80952375,pastry36
2669,pastry,b,36,g1,13,644.275087,95.488812,4,14.82112438,pastry36
2736,pastry,a,37,g2,68,610.799129,62.561636,4,10.24258762,pastry37
2748,pastry,b,37,g2,13,589.396463,61.464063,4,10.42830537,pastry37
2814,pastry,a,38,g2,68,588.805666,75.732507,4,12.86205473,pastry38
2827,pastry,b,38,g2,13,645.372662,80.122796,4,12.41496591,pastry38
2894,pastry,a,39,g2,68,554.274143,62.561636,4,11.28712872,pastry39
2907,pastry,b,39,g2,13,568.542585,46.098047,4,8.108108032,pastry39
2974,pastry,a,40,g2,68,642.079948,72.439789,4,11.28205128,pastry40
2987,pastry,b,40,g2,13,682.690125,86.708231,4,12.70096458,pastry40
3054,pastry,a,41,g2,68,605.416474,60.36649,4,9.97106828,pastry41
3067,pastry,b,41,g2,13,592.689181,61.464063,4,10.37037033,pastry41
3134,pastry,a,42,g2,68,566.347437,38.415039,4,6.782945678,pastry42
3147,pastry,b,42,g2,13,482.719687,42.80533,4,8.867533509,pastry42
3213,pastry,a,43,g1,68,485.127071,77.927652,4,16.06334848,pastry43
3226,pastry,b,43,g1,13,688.177995,74.634934,4,10.84529505,pastry43
3293,pastry,a,44,g2,68,676.10469,81.220369,4,12.01298707,pastry44
3306,pastry,b,44,g2,13,651.9581,93.293668,4,14.30976439,pastry44
3373,pastry,a,45,g1,68,537.810551,48.293192,4,8.979591775,pastry45
3386,pastry,b,45,g1,13,612.18434,79.025224,4,12.90873007,pastry45
3453,pastry,a,46,g2,68,680.784233,103.281369,4,15.17094022,pastry46
3466,pastry,b,46,g2,13,575.160984,56.73202,4,9.863676706,pastry46
3533,pastry,a,47,g1,68,485.858837,66.91469,4,13.77245506,pastry47
3546,pastry,b,47,g1,13,340.392119,38.54868,4,11.32478628,pastry47
3613,pastry,a,48,g2,68,536.712979,46.098047,4,8.588957004,pastry48
3626,pastry,b,48,g2,13,532.32269,48.293192,4,9.072164855,pastry48
3692,pastry,a,49,g1,68,660.738678,69.147071,4,10.46511629,pastry49
3705,pastry,b,49,g1,13,665.818623,61.464063,4,9.231352335,pastry49
3771,pastry,a,1,g1,68,559.762006,59.703703,4,10.66590843,pastry1
3784,pastry,b,1,g1,13,626.943603,31.280818,4,4.989414973,pastry1
3850,pastry,a,2,g1,68,536.166226,49.939552,4,9.314192051,pastry2
3863,pastry,b,2,g1,13,594.609935,58.171346,4,9.783110334,pastry2
35,pattern,a,3,g1,70,418.175146,72.988575,113,17.45406816,pattern3
79,pattern,b,3,g1,77,452.050062,80.33133,113,17.77044995,pattern3
115,pattern,a,4,g1,70,484.580759,48.155996,113,9.937661598,pattern4
159,pattern,b,4,g1,77,469.006475,74.497738,113,15.88415981,pattern4
195,pattern,a,5,g1,70,478.21734,77.746905,113,16.25765076,pattern5
239,pattern,b,5,g1,77,434.992956,77.824693,113,17.89102373,pattern5
274,pattern,a,6,g2,70,541.13619,103.28137,113,19.08602158,pattern6
318,pattern,b,6,g2,77,452.545762,75.314185,113,16.64233572,pattern6
354,pattern,a,7,g2,70,459.674827,53.822685,113,11.70886066,pattern7
398,pattern,b,7,g2,77,480.767501,99.644701,113,20.72617238,pattern7
434,pattern,a,8,g2,70,495.314173,66.187356,113,13.36270182,pattern8
478,pattern,b,8,g2,77,527.464591,109.543257,113,20.76788828,pattern8
512,pattern,a,9,g2,70,561.451594,63.659209,113,11.33832545,pattern9
556,pattern,b,9,g2,77,551.530212,91.647309,113,16.61691545,pattern9
592,pattern,a,10,g2,70,477.130821,75.642691,113,15.85365851,pattern10
635,pattern,b,10,g2,77,496.102797,82.317942,113,16.59292036,pattern10
671,pattern,a,11,g1,70,521.346966,80.122797,113,15.36842108,pattern11
715,pattern,b,11,g1,77,582.811027,108.659683,113,18.6440678,pattern11
749,pattern,a,12,g1,70,629.863285,22.96815,113,3.646529421,pattern12
791,pattern,b,12,g1,77,428.053298,93.019274,113,21.73076914,pattern12
827,pattern,a,13,g1,70,727.333587,126.556044,113,17.39999998,pattern13
871,pattern,b,13,g1,77,830.614958,170.19606,113,20.49036781,pattern13
906,pattern,a,14,g1,70,382.357324,40.231516,113,10.52196819,pattern14
950,pattern,b,14,g1,77,553.750552,88.007364,113,15.89296185,pattern14
985,pattern,a,15,g1,70,553.500855,85.098029,113,15.37450724,pattern15
1029,pattern,b,15,g1,77,566.696164,81.833381,113,14.4404332,pattern15
1065,pattern,a,16,g1,70,645.872226,78.552027,113,12.16216209,pattern16
1109,pattern,b,16,g1,77,504.769508,62.550688,113,12.39193077,pattern16
1145,pattern,a,17,g1,70,570.593198,87.28003,113,15.29636706,pattern17
1189,pattern,b,17,g1,77,605.141544,80.006695,113,13.22115393,pattern17
1225,pattern,a,18,g1,70,578.093821,76.40412,113,13.21656057,pattern18
1269,pattern,b,18,g1,77,453.128823,55.277352,113,12.19903683,pattern18
1305,pattern,a,19,g1,70,628.760058,68.369357,113,10.87368005,pattern19
1349,pattern,b,19,g1,77,549.864193,58.186687,113,10.58201057,pattern19
1385,pattern,a,20,g1,70,501.59066,102.074248,113,20.35010939,pattern20
1429,pattern,b,20,g1,77,572.932876,100.976676,113,17.62452117,pattern20
1465,pattern,a,21,g2,70,485.131503,87.280031,113,17.9910046,pattern21
1509,pattern,b,21,g2,77,482.222167,76.370026,113,15.83710398,pattern21
1545,pattern,a,22,g2,70,498.223507,69.824024,113,14.01459847,pattern22
1589,pattern,b,22,g2,77,491.712507,69.147071,113,14.06249994,pattern22
1625,pattern,a,23,g2,70,436.833878,40.610185,113,9.296482495,pattern23
1669,pattern,b,23,g2,77,394.028547,54.878628,113,13.92757667,pattern23
1705,pattern,a,24,g2,70,498.297941,74.634934,113,14.97797359,pattern24
1749,pattern,b,24,g2,77,613.442958,77.604896,113,12.65071104,pattern24
1782,pattern,a,25,g2,70,473.053774,97.683958,113,20.64965198,pattern25
1825,pattern,b,25,g2,77,508.176095,80.122797,113,15.76673869,pattern25
1861,pattern,a,26,g2,70,547.688703,61.464063,113,11.22244492,pattern26
1905,pattern,b,26,g2,77,524.639681,65.854353,113,12.5523012,pattern26
1941,pattern,a,27,g2,70,515.91405,79.299628,113,15.37070526,pattern27
1984,pattern,b,27,g2,77,493.907652,96.586385,113,19.5555555,pattern27
2020,pattern,a,28,g2,70,549.883852,90.00095,113,16.3672655,pattern28
2064,pattern,b,28,g2,77,441.224167,74.634934,113,16.91542295,pattern28
2100,pattern,a,29,g2,70,488.419788,75.732506,113,15.50561788,pattern29
2143,pattern,b,29,g2,77,486.224644,96.586385,113,19.86455977,pattern29
2177,pattern,a,30,g2,70,388.540686,52.683483,113,13.55932207,pattern30
2221,pattern,b,30,g2,77,421.137469,64.173329,113,15.23809533,pattern30
2257,pattern,a,31,g1,70,444.516881,73.537361,113,16.54320998,pattern31
2301,pattern,b,31,g1,77,462.078045,98.78153,113,21.37767225,pattern31
2337,pattern,a,32,g1,70,468.663482,71.342216,113,15.22248239,pattern32
2381,pattern,b,32,g1,77,406.101845,47.19562,113,11.62162166,pattern32
2417,pattern,a,33,g1,70,509.273668,61.464063,113,12.06896544,pattern33
2461,pattern,b,33,g1,77,621.226069,91.098522,113,14.66431088,pattern33
2497,pattern,a,34,g1,70,535.615409,92.196095,113,17.21311476,pattern34
2541,pattern,b,34,g1,77,481.834352,52.683483,113,10.93394084,pattern34
2577,pattern,a,35,g1,70,441.224169,55.976201,113,12.68656727,pattern35
2621,pattern,b,35,g1,77,513.663953,59.268918,113,11.53846161,pattern35
2657,pattern,a,36,g1,70,526.834828,102.074248,113,19.37500001,pattern36
2701,pattern,b,36,g1,77,537.810549,74.634933,113,13.87755096,pattern36
2737,pattern,a,37,g2,70,577.871953,67.500712,113,11.6809116,pattern37
2779,pattern,b,37,g2,77,513.663956,72.439789,113,14.10256417,pattern37
2815,pattern,a,38,g2,70,624.518786,107.562111,113,17.22319863,pattern38
2859,pattern,b,38,g2,77,470.858626,80.122796,113,17.01631691,pattern38
2895,pattern,a,39,g2,70,431.346016,51.58591,113,11.95928746,pattern39
2939,pattern,b,39,g2,77,518.054248,83.415514,113,16.10169482,pattern39
2975,pattern,a,40,g2,70,545.493562,103.171821,113,18.91348096,pattern40
3019,pattern,b,40,g2,77,537.810548,72.439788,113,13.46938774,pattern40
3055,pattern,a,41,g2,70,532.322687,102.074247,113,19.17525769,pattern41
3099,pattern,b,41,g2,77,463.175619,97.683958,113,21.09004749,pattern41
3135,pattern,a,42,g2,70,445.614456,29.634459,113,6.650246329,pattern42
3178,pattern,b,42,g2,77,475.248918,87.805805,113,18.47575064,pattern42
3214,pattern,a,43,g1,70,602.567335,105.366966,113,17.48633885,pattern43
3258,pattern,b,43,g1,77,477.444063,61.464063,113,12.87356316,pattern43
3294,pattern,a,44,g2,70,535.615404,96.586384,113,18.03278682,pattern44
3338,pattern,b,44,g2,77,463.17562,85.61066,113,18.4834124,pattern44
3374,pattern,a,45,g1,70,465.875321,100.976675,113,21.67461345,pattern45
3418,pattern,b,45,g1,77,436.833878,83.415514,113,19.0954773,pattern45
3454,pattern,a,46,g2,70,558.592191,117.82804,113,21.09374995,pattern46
3498,pattern,b,46,g2,77,549.864193,152.740053,113,27.77777767,pattern46
3534,pattern,a,47,g1,70,439.309487,62.550689,113,14.2384107,pattern47
3578,pattern,b,47,g1,77,466.22083,72.733359,113,15.60062406,pattern47
3614,pattern,a,48,g2,70,552.078995,71.342216,113,12.9224652,pattern48
3658,pattern,b,48,g2,77,601.469761,86.708232,113,14.4160584,pattern48
3693,pattern,a,49,g1,70,525.737254,70.244644,113,13.36116919,pattern49
3736,pattern,b,49,g1,77,514.761528,62.561636,113,12.1535182,pattern49
3772,pattern,a,1,g1,70,548.237494,104.269393,113,19.01901897,pattern1
3816,pattern,b,1,g1,77,301.099885,67.226319,113,22.3269162,pattern1
3851,pattern,a,2,g1,70,453.571861,52.566468,113,11.58944646,pattern2
3894,pattern,b,2,g1,77,497.20037,112.501187,113,22.62693147,pattern2
14,pave,a,3,g1,29,315.552111,69.170046,2,21.92032428,pave3
51,pave,b,3,g1,20,460.100574,83.137517,2,18.06942258,pave3
94,pave,a,4,g1,29,492.261294,79.025224,2,16.05351161,pave4
131,pave,b,4,g1,20,388.746481,51.654509,2,13.28745378,pave4
174,pave,a,5,g1,29,505.496844,65.880631,2,13.03284714,pave5
211,pave,b,5,g1,20,503.314843,65.704596,2,13.05437281,pave5
253,pave,a,6,g2,29,400.033474,97.462701,2,24.36363638,pave6
290,pave,b,6,g2,20,464.437484,83.241996,2,17.92318641,pave6
333,pave,a,7,g2,29,582.594204,54.550019,2,9.363295863,pave7
370,pave,b,7,g2,20,515.929137,96.008034,2,18.60876371,pave7
413,pave,a,8,g2,29,577.502869,91.644032,2,15.86901761,pave8
450,pave,b,8,g2,20,546.795754,89.291562,2,16.32996623,pave8
492,pave,a,9,g2,29,622.323642,77.927652,2,12.52204588,pave9
528,pave,b,9,g2,20,638.78723,83.415515,2,13.05841931,pave9
571,pave,a,10,g2,29,501.590647,37.317466,2,7.43982493,pave10
608,pave,b,10,g2,20,561.957151,93.293668,2,16.60156256,pave10
650,pave,a,11,g1,29,617.933351,91.647309,2,14.83126115,pave11
687,pave,b,11,g1,20,706.86483,79.025224,2,11.17967971,pave11
729,pave,a,12,g1,29,495.367134,37.245649,2,7.518796958,pave12
764,pave,b,12,g1,20,511.194419,81.494763,2,15.94202909,pave12
806,pave,a,13,g1,29,811.704283,93.098699,2,11.46953403,pave13
843,pave,b,13,g1,20,709.877582,106.190704,2,14.95901641,pave13
885,pave,a,14,g1,29,462.66243,57.832804,2,12.50000005,pave14
922,pave,b,14,g1,20,437.854819,70.551358,2,16.11295684,pave14
964,pave,a,15,g1,29,497.496169,61.096021,2,12.2807018,pave15
1001,pave,b,15,g1,20,477.36139,46.372249,2,9.714285648,pave15
1044,pave,a,16,g1,29,546.954858,75.642693,2,13.82978721,pave16
1081,pave,b,16,g1,20,478.585499,84.370696,2,17.62917936,pave16
1124,pave,a,17,g1,29,598.959208,82.916029,2,13.84335158,pave17
1161,pave,b,17,g1,20,635.863208,92.371366,2,14.52692416,pave17
1204,pave,a,18,g1,29,442.775682,73.642525,2,16.63201662,pave18
1241,pave,b,18,g1,20,434.21815,51.640685,2,11.89279743,pave18
1284,pave,a,19,g1,29,409.41267,74.91536,2,18.29825149,pave19
1321,pave,b,19,g1,20,392.032804,69.824024,2,17.81076055,pave19
1364,pave,a,20,g1,29,578.42074,83.415515,2,14.42125243,pave20
1401,pave,b,20,g1,20,650.860528,119.635409,2,18.38111298,pave20
1444,pave,a,21,g2,29,479.312835,64.732689,2,13.50531099,pave21
1481,pave,b,21,g2,20,416.034811,70.551358,2,16.958042,pave21
1524,pave,a,22,g2,29,573.138867,85.825363,2,14.97461923,pave22
1561,pave,b,22,g2,20,528.771519,76.370027,2,14.44291613,pave22
1604,pave,a,23,g2,29,474.151345,45.000475,2,9.490740768,pave23
1641,pave,b,23,g2,20,582.811027,76.830079,2,13.18267422,pave23
1684,pave,a,24,g2,29,521.346965,79.025224,2,15.1578947,pave24
1721,pave,b,24,g2,20,541.078583,81.916279,2,15.13944214,pave24
1764,pave,a,25,g2,29,524.639684,107.562111,2,20.50209206,pave25
1797,pave,b,25,g2,20,487.322216,79.025224,2,16.21621617,pave25
1840,pave,a,26,g2,29,553.176566,83.415514,2,15.07936509,pave26
1877,pave,b,26,g2,20,475.248916,34.024749,2,7.15935331,pave26
1920,pave,a,27,g2,29,492.59063,92.360743,2,18.74999997,pave27
1957,pave,b,27,g2,20,454.39504,93.293668,2,20.53140105,pave27
1999,pave,a,28,g2,29,537.810554,64.756781,2,12.04081633,pave28
2036,pave,b,28,g2,20,588.29889,85.610659,2,14.55223874,pave28
2079,pave,a,29,g2,29,475.248918,50.488338,2,10.62355664,pave29
2115,pave,b,29,g2,20,475.797705,89.452164,2,18.80046143,pave29
2156,pave,a,30,g2,29,517.157466,67.500712,2,13.05225515,pave30
2193,pave,b,30,g2,20,470.270174,64.173329,2,13.64605551,pave30
2236,pave,a,31,g1,29,467.565905,85.610659,2,18.30985923,pave31
2273,pave,b,31,g1,20,492.810076,82.317941,2,16.70378611,pave31
2316,pave,a,32,g1,29,462.626833,41.158971,2,8.896797173,pave32
2353,pave,b,32,g1,20,531.225116,60.915277,2,11.4669422,pave32
2396,pave,a,33,g1,29,643.177521,91.098523,2,14.16382259,pave33
2433,pave,b,33,g1,20,590.494037,83.415515,2,14.12639413,pave33
2476,pave,a,34,g1,29,485.127071,103.171821,2,21.26696842,pave34
2513,pave,b,34,g1,20,507.078521,62.561636,2,12.3376624,pave34
2556,pave,a,35,g1,29,452.199894,57.073773,2,12.62135922,pave35
2593,pave,b,35,g1,20,476.346486,68.049498,2,14.28571429,pave35
2636,pave,a,36,g1,29,603.664907,95.488813,2,15.81818189,pave36
2673,pave,b,36,g1,20,592.689177,93.293667,2,15.74074078,pave36
2716,pave,a,37,g2,29,587.750106,72.439789,2,12.32492998,pave37
2752,pave,b,37,g2,20,544.395988,66.951926,2,12.29838711,pave37
2794,pave,a,38,g2,29,575.128021,100.976675,2,17.55725183,pave38
2831,pave,b,38,g2,20,545.493559,98.78153,2,18.10865195,pave38
2874,pave,a,39,g2,29,392.930977,50.488338,2,12.84916206,pave39
2911,pave,b,39,g2,20,355.613509,55.9762,2,15.7407406,pave39
2954,pave,a,40,g2,29,617.107249,81.220369,2,13.16146734,pave40
2991,pave,b,40,g2,20,606.957619,95.488812,2,15.73236895,pave40
3034,pave,a,41,g2,29,657.445957,98.78153,2,15.02504182,pave41
3071,pave,b,41,g2,20,548.786279,98.78153,2,17.99999996,pave41
3114,pave,a,42,g2,29,384.150393,64.756781,2,16.85714298,pave42
3151,pave,b,42,g2,20,491.712506,80.122797,2,16.29464291,pave42
3193,pave,a,43,g1,29,706.836728,83.415515,2,11.80124231,pave43
3230,pave,b,43,g1,20,664.782843,102.074248,2,15.35452503,pave43
3273,pave,a,44,g2,29,536.061512,74.634933,2,13.92283,pave44
3310,pave,b,44,g2,20,579.518311,103.171821,2,17.80303039,pave44
3353,pave,a,45,g1,29,618.276962,74.634934,2,12.07144024,pave45
3390,pave,b,45,g1,20,775.172071,87.805805,2,11.32726633,pave45
3433,pave,a,46,g2,29,306.934772,62.550688,2,20.37914688,pave46
3470,pave,b,46,g2,20,344.756121,68.369357,2,19.83122353,pave46
3513,pave,a,47,g1,29,466.948163,58.186687,2,12.46105919,pave47
3550,pave,b,47,g1,20,434.218152,66.91469,2,15.41038524,pave47
3593,pave,a,48,g2,29,410.492136,68.049498,2,16.57753999,pave48
3630,pave,b,48,g2,20,437.93145,80.122797,2,18.29573944,pave48
3673,pave,a,49,g1,29,579.518309,45.000475,2,7.765151558,pave49
3709,pave,b,49,g1,20,593.786752,77.927651,2,13.12384467,pave49
3751,pave,a,1,g1,29,591.177523,70.79343,2,11.97498674,pave1
3788,pave,b,1,g1,20,530.973445,69.764456,2,13.1389727,pave1
3830,pave,a,2,g1,29,506.163717,74.634934,2,14.74521612,pave2
3867,pave,b,2,g1,20,590.494038,82.317942,2,13.94052043,pave2
12,paw,a,3,g1,25,359.202588,66.40314,3,18.48626436,paw3
69,paw,b,3,g1,59,350.020242,85.550217,3,24.44150559,paw3
92,paw,a,4,g1,25,302.927349,34.702327,3,11.45565995,paw4
149,paw,b,4,g1,59,307.457514,46.098048,3,14.99330668,paw4
172,paw,a,5,g1,25,371.811269,68.249901,3,18.35606037,paw5
229,paw,b,5,g1,59,377.304299,71.278692,3,18.89156635,paw5
251,paw,a,6,g2,25,481.494836,93.826033,3,19.48640483,paw6
308,paw,b,6,g2,59,420.834526,113.631928,3,27.00156973,paw6
331,paw,a,7,g2,25,448.764824,108.372705,3,24.14910867,paw7
388,paw,b,7,g2,59,418.944146,122.192043,3,29.16666677,paw7
411,paw,a,8,g2,25,458.22016,93.098699,3,20.31746028,paw8
468,paw,b,8,g2,59,418.841865,92.053157,3,21.97802194,paw8
490,paw,a,9,g2,25,520.249394,76.830079,3,14.76793244,paw9
546,paw,b,9,g2,59,480.187995,107.562111,3,22.40000002,paw9
569,paw,a,10,g2,25,487.322204,73.53736,3,15.09009017,paw10
625,paw,b,10,g2,59,413.784855,40.610185,3,9.814323678,paw10
648,paw,a,11,g1,25,443.9681,91.647309,3,20.64276893,paw11
705,paw,b,11,g1,59,464.273191,119.635409,3,25.76832161,paw11
727,paw,a,12,g1,25,377.422578,50.902387,3,13.48684206,paw12
