"","word","block","id","cond","order","word_duration","vot","KF","vot_per","word_id"
"63","panther","b","3","g1",46,513.009312,94.127446,1,18.3480969639787,"panther3"
"87","panther","a","4","g1",16,421.282966,56.524987,1,13.4173445313239,"panther4"
"143","panther","b","4","g1",46,478.067509,58.239944,1,12.1823681600583,"panther4"
"167","panther","a","5","g1",16,532.408187,77.824694,1,14.6174863385412,"panther5"
"223","panther","b","5","g1",46,562.115454,70,1,12.4529577512736,"panther5"
"247","panther","a","6","g2",16,663.328233,80.006695,1,12.0614035434852,"panther6"
"302","panther","b","6","g2",46,516.628894,46.906204,1,9.07928390083424,"panther6"
"326","panther","a","7","g2",16,601.504877,61.823355,1,10.2781136718863,"panther7"
"382","panther","b","7","g2",46,562.228863,84.370696,1,15.0064682822945,"panther7"
"406","panther","a","8","g2",16,548.409525,93.098699,1,16.9761272837119,"panther8"
"462","panther","b","8","g2",46,592.822332,81.92731,1,13.8198758004953,"panther8"
"486","panther","a","9","g2",16,531.857341,58.171346,1,10.9373964624849,"panther9"
"540","panther","b","9","g2",46,620.720794,43.354116,1,6.98447940186131,"panther9"
"564","panther","a","10","g2",16,561.957136,76.830077,1,13.6718749666345,"panther10"
"619","panther","b","10","g2",46,649.762956,96.586385,1,14.8648648107911,"panther10"
"643","panther","a","11","g1",16,549.883852,66.40314,1,12.075848337514,"panther11"
"699","panther","b","11","g1",46,590.494035,68.049498,1,11.5241634913382,"panther11"
"723","panther","a","12","g1",16,363.14508,37.245649,1,10.2564101928629,"panther12"
"776","panther","b","12","g1",46,521.072572,61.738456,1,11.8483411558266,"panther12"
"799","panther","a","13","g1",16,833.524291,114.918707,1,13.7870855403781,"panther13"
"855","panther","b","13","g1",46,720.060252,112.009373,1,15.5555556203649,"panther13"
"878","panther","a","14","g1",16,492.836067,45.260455,1,9.18367344247149,"panther14"
"934","panther","b","14","g1",46,541.863521,58.186687,1,10.7382550669987,"panther14"
"958","panther","a","15","g1",16,508.406173,60.368687,1,11.8741058244389,"panther15"
"1013","panther","b","15","g1",46,548.283654,30.005573,1,5.472636796865,"panther15"
"1037","panther","a","16","g1",16,600.777543,74.188026,1,12.348668299008,"panther16"
"1093","panther","b","16","g1",46,542.590854,61.823355,1,11.3941019359681,"panther16"
"1117","panther","a","17","g1",16,603.32321,74.188026,1,12.2965642246715,"panther17"
"1173","panther","b","17","g1",46,586.230871,96.008033,1,16.3771711367278,"panther17"
"1197","panther","a","18","g1",16,516.73421,69.960399,1,13.5389524529448,"panther18"
"1253","panther","b","18","g1",46,464.038827,54.550019,1,11.7554859261809,"panther18"
"1277","panther","a","19","g1",16,606.406387,59.641354,1,9.8352120423824,"panther19"
"1333","panther","b","19","g1",46,502.587509,66.91469,1,13.3140376156861,"panther19"
"1357","panther","a","20","g1",16,533.420265,92.196095,1,17.2839505825674,"panther20"
"1413","panther","b","20","g1",46,500.070398,91.098523,1,18.2171396995989,"panther20"
"1437","panther","a","21","g2",16,575.320868,65.460023,1,11.3780025444862,"panther21"
"1493","panther","b","21","g2",46,567.320196,66.187356,1,11.6666666314132,"panther21"
"1517","panther","a","22","g2",16,512.042846,97.462701,1,19.0340909479282,"panther22"
"1573","panther","b","22","g2",46,537.810555,74.634934,1,13.8775509900508,"panther22"
"1597","panther","a","23","g2",16,464.273192,48.293193,1,10.4018913502118,"panther23"
"1653","panther","b","23","g2",46,525.737254,93.293667,1,17.7453026754691,"panther23"
"1677","panther","a","24","g2",16,664.031398,80.122797,1,12.0661157350876,"panther24"
"1733","panther","b","24","g2",46,640.240395,73.293513,1,11.4478114115246,"panther24"
"1757","panther","a","25","g2",16,567.445014,84.513087,1,14.8936169875307,"panther25"
"1809","panther","b","25","g2",46,487.873891,73.537361,1,15.0730265252092,"panther25"
"1833","panther","a","26","g2",16,485.127067,79.025224,1,16.2895928459914,"panther26"
"1889","panther","b","26","g2",46,514.761528,38.963826,1,7.56929643739809,"panther26"
"1913","panther","a","27","g2",16,512.182303,59.707955,1,11.6575591640463,"panther27"
"1969","panther","b","27","g2",46,572.932877,61.464063,1,10.7279692730917,"panther27"
"1992","panther","a","28","g2",16,456.590185,51.58591,1,11.2980768520024,"panther28"
"2048","panther","b","28","g2",46,544.395987,42.80533,1,7.86290329506048,"panther28"
"2072","panther","a","29","g2",16,536.406709,64.756781,1,12.0723286852104,"panther29"
"2127","panther","b","29","g2",46,475.248918,54.878628,1,11.5473441225173,"panther29"
"2150","panther","a","30","g2",16,444.516887,72.439789,1,16.2962962979627,"panther30"
"2205","panther","b","30","g2",46,485.310798,52.140829,1,10.7438015422027,"panther30"
"2229","panther","a","31","g1",16,520.249387,92.196094,1,17.7215190068066,"panther31"
"2285","panther","b","31","g1",46,508.176092,71.342216,1,14.0388769017492,"panther31"
"2309","panther","a","32","g1",16,463.724406,43.354116,1,9.34911241225462,"panther32"
"2365","panther","b","32","g1",46,513.115169,69.695857,1,13.5828876655174,"panther32"
"2389","panther","a","33","g1",16,661.836254,69.147071,1,10.4477611466718,"panther33"
"2445","panther","b","33","g1",46,622.323641,74.634934,1,11.9929453234447,"panther33"
"2469","panther","a","34","g1",16,561.95715,94.39124,1,16.7968749930488,"panther34"
"2525","panther","b","34","g1",46,586.103745,79.025224,1,13.4831460597475,"panther34"
"2549","panther","a","35","g1",16,496.102797,58.171346,1,11.7256637841532,"panther35"
"2605","panther","b","35","g1",46,543.298412,83.415514,1,15.3535353974125,"panther35"
"2629","panther","a","36","g1",16,670.616833,88.903377,1,13.2569557793966,"panther36"
"2685","panther","b","36","g1",46,589.396459,75.732506,1,12.8491620272866,"panther36"
"2709","panther","a","37","g2",16,559.762005,79.025224,1,14.1176470167889,"panther37"
"2764","panther","b","37","g2",46,560.859576,60.366491,1,10.7632094704575,"panther37"
"2787","panther","a","38","g2",16,561.95715,55.976201,1,9.9609375910601,"panther38"
"2843","panther","b","38","g2",46,589.396462,68.049498,1,11.5456237672496,"panther38"
"2867","panther","a","39","g2",16,499.395513,41.707757,1,8.35164832568289,"panther39"
"2923","panther","b","39","g2",46,559.762005,80.122797,1,14.3137255269764,"panther39"
"2947","panther","a","40","g2",16,586.103747,83.415515,1,14.2322098138711,"panther40"
"3003","panther","b","40","g2",46,555.371709,84.513086,1,15.2173912769475,"panther40"
"3027","panther","a","41","g2",16,613.543055,79.025224,1,12.8801431873432,"panther41"
"3083","panther","b","41","g2",46,514.761529,69.147071,1,13.4328358092976,"panther41"
"3107","panther","a","42","g2",16,409.394562,45.000475,1,10.9919571916541,"panther42"
"3163","panther","b","42","g2",46,460.980474,47.19562,1,10.2380952473922,"panther42"
"3186","panther","a","43","g1",16,635.494512,92.196095,1,14.5077720199101,"panther43"
"3242","panther","b","43","g1",46,493.907652,61.464063,1,12.4444443715563,"panther43"
"3266","panther","a","44","g2",16,617.933345,87.805804,1,14.2095914891921,"panther44"
"3322","panther","b","44","g2",46,610.250343,96.586385,1,15.8273380929505,"panther44"
"3346","panther","a","45","g1",16,498.297939,54.878628,1,11.0132159306402,"panther45"
"3402","panther","b","45","g1",46,570.73773,81.220369,1,14.2307691835968,"panther45"
"3426","panther","a","46","g2",16,535.317517,53.095352,1,9.91847834488106,"panther46"
"3482","panther","b","46","g2",46,661.46554,112.736706,1,17.0434737991037,"panther46"
"3506","panther","a","47","g1",16,463.311495,48.73135,1,10.5180533023468,"panther47"
"3562","panther","b","47","g1",46,528.044185,51.640685,1,9.77961437071786,"panther47"
"3586","panther","a","48","g2",16,514.952178,65.460023,1,12.7118644791905,"panther48"
"3642","panther","b","48","g2",46,565.249867,103.17182,1,18.252427116449,"panther48"
"3666","panther","a","49","g1",16,693.665855,84.513087,1,12.1835443377849,"panther49"
"3721","panther","b","49","g1",46,615.738203,72.439789,1,11.7647059492263,"panther49"
"3744","panther","a","1","g1",16,645.819522,81.747145,1,12.6578931443327,"panther1"
"3800","panther","b","1","g1",46,474.151346,81.769156,1,17.2453704265136,"panther1"
"3824","panther","a","2","g1",16,480.027307,45.000475,1,9.37456564319996,"panther2"
"3879","panther","b","2","g1",46,549.60946,60.366491,1,10.9835247377292,"panther2"
"18","parcel","a","3","g1",40,485.127072,80.519148,1,16.5975375622822,"parcel3"
"55","parcel","b","3","g1",30,397.583092,64.624813,1,16.2544168251501,"parcel3"
"98","parcel","a","4","g1",40,515.310317,80.259994,1,15.5750799765183,"parcel4"
"135","parcel","b","4","g1",30,432.78658,63.176201,1,14.597541587357,"parcel4"
"178","parcel","a","5","g1",40,503.314841,74.188026,1,14.7398844533575,"parcel5"
"215","parcel","b","5","g1",30,468.402831,79.235834,1,16.9161731646323,"parcel5"
"257","parcel","a","6","g2",40,559.319529,74.188026,1,13.2639792021279,"parcel6"
"294","parcel","b","6","g2",30,521.975596,60.77987,1,11.6441976340978,"parcel6"
"337","parcel","a","7","g2",40,419.67148,77.09736,1,18.3708838160744,"parcel7"
"374","parcel","b","7","g2",30,385.45101,63.278022,1,16.4166185477112,"parcel7"
"417","parcel","a","8","g2",40,506.224177,82.188695,1,16.2356321041537,"parcel8"
"454","parcel","b","8","g2",30,575.332232,81.006778,1,14.0799999538354,"parcel8"
"496","parcel","a","9","g2",40,578.42074,69.695858,1,12.0493359211151,"parcel9"
"532","parcel","b","9","g2",30,518.054249,64.756781,1,12.4999999758713,"parcel9"
"575","parcel","a","10","g2",40,534.517823,63.659207,1,11.9096509528364,"parcel10"
"612","parcel","b","10","g2",30,471.956201,69.147071,1,14.6511627251614,"parcel10"
"654","parcel","a","11","g1",40,568.542586,82.317942,1,14.4787644808018,"parcel11"
"691","parcel","b","11","g1",30,514.851806,86.708232,1,16.8413961045715,"parcel11"
"733","parcel","a","12","g1",40,389.837795,45.936301,1,11.7834395713222,"parcel12"
"768","parcel","b","12","g1",30,484.029499,117.714657,1,24.3197278767508,"parcel12"
"810","parcel","a","13","g1",40,667.692233,113.46404,1,16.9934641129785,"parcel13"
"847","parcel","b","13","g1",30,667.692234,138.193382,1,20.6971677912312,"parcel13"
"889","parcel","a","14","g1",40,496.607772,45.260455,1,9.11392401647713,"parcel14"
"926","parcel","b","14","g1",30,529.49885,75.642693,1,14.285714312694,"parcel14"
"968","parcel","a","15","g1",40,474.984771,66.187356,1,13.934626969335,"parcel15"
"1005","parcel","b","15","g1",30,599.429517,49.781974,1,8.30489199950425,"parcel15"
"1048","parcel","a","16","g1",40,541.136189,88.734698,1,16.3978495254547,"parcel16"
"1085","parcel","b","16","g1",30,533.135518,85.825363,1,16.0982264550605,"parcel16"
"1128","parcel","a","17","g1",40,519.31618,87.28003,1,16.8067226405309,"parcel17"
"1165","parcel","b","17","g1",30,577.502868,90.189365,1,15.6171285022952,"parcel17"
"1208","parcel","a","18","g1",40,493.404918,57.072957,1,11.5671641927169,"parcel18"
"1245","parcel","b","18","g1",30,469.130162,72.006025,1,15.3488372380542,"parcel18"
"1288","parcel","a","19","g1",40,603.686878,71.278692,1,11.8072289787289,"parcel19"
"1325","parcel","b","19","g1",30,536.294631,76.370027,1,14.2403116841944,"parcel19"
"1368","parcel","a","20","g1",40,514.761531,88.903377,1,17.2707888305663,"parcel20"
"1405","parcel","b","20","g1",30,507.078523,115.245119,1,22.7272727541647,"parcel20"
"1448","parcel","a","21","g2",40,510.588179,72.733359,1,14.2450142779353,"parcel21"
"1485","parcel","b","21","g2",30,496.041505,48.73135,1,9.82404688091574,"parcel21"
"1528","parcel","a","22","g2",40,532.408186,82.916029,1,15.5737704979615,"parcel22"
"1565","parcel","b","22","g2",30,483.676836,66.91469,1,13.8345864468895,"parcel22"
"1608","parcel","a","23","g2",40,454.395039,58.171346,1,12.8019324612389,"parcel23"
"1645","parcel","b","23","g2",30,446.71203,74.634934,1,16.7076167615186,"parcel23"
"1688","parcel","a","24","g2",40,702.446437,93.293667,1,13.2812499410542,"parcel24"
"1725","parcel","b","24","g2",30,653.174544,97.00612,1,14.8514850878818,"parcel24"
"1801","parcel","b","25","g2",30,498.167639,72.439789,1,14.5412474293618,"parcel25"
"1844","parcel","a","26","g2",40,455.492609,45.000475,1,9.87951815481599,"parcel26"
"1881","parcel","b","26","g2",30,511.468811,42.256543,1,8.26180249727876,"parcel26"
"1924","parcel","a","27","g2",40,486.060072,71.836134,1,14.7792707400167,"parcel27"
"1961","parcel","b","27","g2",30,531.225119,86.708232,1,16.3223140056372,"parcel27"
"2003","parcel","a","28","g2",40,448.907177,62.561636,1,13.9364303369113,"parcel28"
"2040","parcel","b","28","g2",30,474.151344,71.342216,1,15.0462962728626,"parcel28"
"2083","parcel","a","29","g2",40,489.696912,62.561636,1,12.7755831141529,"parcel29"
"2119","parcel","b","29","g2",30,461.529261,85.061873,1,18.4304398849372,"parcel29"
"2160","parcel","a","30","g2",40,423.114222,57.622559,1,13.618676944402,"parcel30"
"2197","parcel","b","30","g2",30,397.072471,64.173329,1,16.1616162506516,"parcel30"
"2240","parcel","a","31","g1",40,462.078042,70.244643,1,15.2019002452404,"parcel31"
"2277","parcel","b","31","g1",30,411.589707,86.708232,1,21.0666667619071,"parcel31"
"2320","parcel","a","32","g1",40,437.382665,65.305567,1,14.9309911493635,"parcel32"
"2357","parcel","b","32","g1",30,473.602557,46.098047,1,9.73348777760083,"parcel32"
"2400","parcel","a","33","g1",40,546.591135,65.854354,1,12.0481928416201,"parcel33"
"2437","parcel","b","33","g1",30,578.420739,90.00095,1,15.559772313074,"parcel33"
"2480","parcel","a","34","g1",40,658.543536,85.61066,1,13.0000000485921,"parcel34"
"2517","parcel","b","34","g1",30,533.420262,55.9762,1,10.493827098004,"parcel34"
"2560","parcel","a","35","g1",40,457.687757,46.098047,1,10.0719423438718,"parcel35"
"2597","parcel","b","35","g1",30,487.322212,47.19562,1,9.6846847604804,"parcel35"
"2640","parcel","a","36","g1",40,587.201319,122.928127,1,20.934579508327,"parcel36"
"2677","parcel","b","36","g1",30,496.102792,92.196094,1,18.584070778622,"parcel36"
"2720","parcel","a","37","g2",40,614.091847,74.086148,1,12.064343202394,"parcel37"
"2756","parcel","b","37","g2",30,578.420737,83.415514,1,14.4212523279573,"parcel37"
"2798","parcel","a","38","g2",40,477.444063,92.196095,1,19.3103448434754,"parcel38"
"2835","parcel","b","38","g2",30,580.615881,98.78153,1,17.013232540224,"parcel38"
"2878","parcel","a","39","g2",40,488.41979,54.878628,1,11.235955037776,"parcel39"
"2915","parcel","b","39","g2",30,451.102322,51.58591,1,11.4355230474739,"parcel39"
"2958","parcel","a","40","g2",40,481.834354,81.220369,1,16.8564919304197,"parcel40"
"2995","parcel","b","40","g2",30,587.201313,88.903376,1,15.1401868544528,"parcel40"
"3038","parcel","a","41","g2",40,453.297463,73.537361,1,16.222760329016,"parcel41"
"3075","parcel","b","41","g2",30,498.926756,74.634934,1,14.9590963207433,"parcel41"
"3118","parcel","a","42","g2",40,370.979523,45.000475,1,12.1301776001259,"parcel42"
"3155","parcel","b","42","g2",30,457.687757,68.049499,1,14.8681055936569,"parcel42"
"3197","parcel","a","43","g1",40,644.275092,86.708232,1,13.4582623287259,"parcel43"
"3234","parcel","b","43","g1",30,450.004749,69.147071,1,15.3658536168026,"parcel43"
"3277","parcel","a","44","g2",40,619.030918,94.391239,1,15.2482269068182,"parcel44"
"3314","parcel","b","44","g2",30,583.908602,105.366966,1,18.0451128205849,"parcel44"
"3357","parcel","a","45","g1",40,541.814554,92.196094,1,17.0161715515674,"parcel45"
"3394","parcel","b","45","g1",30,482.931925,87.805805,1,18.1818182759402,"parcel45"
"3437","parcel","a","46","g2",40,560.774192,73.460692,1,13.0998703306945,"parcel46"
"3474","parcel","b","46","g2",30,588.412873,81.461362,1,13.8442521803903,"parcel46"
"3517","parcel","a","47","g1",40,472.766832,69.824024,1,14.7692306807175,"parcel47"
"3554","parcel","b","47","g1",30,477.858167,56.004686,1,11.7199390671919,"parcel47"
"3597","parcel","a","48","g2",40,504.883375,69.147071,1,13.6956521889832,"parcel48"
"3634","parcel","b","48","g2",30,534.517835,68.049499,1,12.7310062535144,"parcel48"
"3677","parcel","a","49","g1",40,654.153243,74.634934,1,11.4093960090633,"parcel49"
"3713","parcel","b","49","g1",30,610.250341,75.732506,1,12.4100718855641,"parcel49"
"3755","parcel","a","1","g1",40,535.79663,115.245119,1,21.5091160614429,"parcel1"
"3792","parcel","b","1","g1",30,447.969134,99.60471,1,22.2347261095002,"parcel1"
"3834","parcel","a","2","g1",40,506.529737,69.333787,1,13.6879993286554,"parcel2"
"3871","parcel","b","2","g1",30,557.566861,47.744406,1,8.56299205343196,"parcel2"
"16","park","a","3","g1",32,399.518925,76.830079,94,19.2306482102193,"park3"
"74","park","b","3","g1",67,377.735187,73.12486,94,19.358763100881,"park3"
"96","park","a","4","g1",32,424.486188,90.549736,94,21.3316094986817,"park4"
"154","park","b","4","g1",67,391.421814,80.671583,94,20.6098843024625,"park4"
"176","park","a","5","g1",32,395.976144,77.09736,94,19.4702032352737,"park5"
"234","park","b","5","g1",67,421.222208,90,94,21.3663948126876,"park5"
"255","park","a","6","g2",32,422.580815,96.735367,94,22.8915661966339,"park6"
"287","park","b","6","g2",67,204.141085,55.494664,94,27.1844660764882,"park6"
"313","park","b","6","g2",67,424.96215,107.686072,94,25.3401560586043,"park6"
"335","park","a","7","g2",32,401.48814,76.370027,94,19.0217392224836,"park7"
"393","park","b","7","g2",67,334.57345,50.913351,94,15.2173912783576,"park7"
"415","park","a","8","g2",32,422.217148,80.370361,94,19.0353142644031,"park8"
"473","park","b","8","g2",67,421.452761,78.245184,94,18.5655881846269,"park8"
"494","park","a","9","g2",32,538.908127,74.634934,94,13.84928715317,"park9"
"551","park","b","9","g2",67,386.894328,66.951926,94,17.3049644708154,"park9"
"573","park","a","10","g2",32,440.126585,83.415512,94,18.9526183700083,"park10"
"630","park","b","10","g2",67,444.516887,63.659209,94,14.3209877648585,"park10"
"652","park","a","11","g1",32,458.236543,70.244644,94,15.3293413790441,"park11"
"710","park","b","11","g1",67,430,87.805804,94,20.4199544186047,"park11"
"731","park","a","12","g1",32,388.596273,69.525212,94,17.8913738578239,"park12"
"786","park","b","12","g1",67,524.36529,139.940501,94,26.6875980673702,"park12"
"808","park","a","13","g1",32,605.141544,112.009372,94,18.5096153305912,"park13"
"866","park","b","13","g1",67,683.693573,155.649388,94,22.7659574620573,"park13"
"887","park","a","14","g1",32,354.540232,51.546629,94,14.5390069581722,"park14"
"945","park","b","14","g1",67,428.399482,86.552697,94,20.2037352136668,"park14"
"966","park","a","15","g1",32,330.936779,57.459353,94,17.3626374117819,"park15"
"1024","park","b","15","g1",67,418.714134,52.509753,94,12.5407166217131,"park15"
"1046","park","a","16","g1",32,433.490818,75.642693,94,17.4496644124997,"park16"
"1104","park","b","16","g1",67,456.765491,69.096691,94,15.1273886406624,"park16"
"1126","park","a","17","g1",32,424.399147,86.18903,94,20.3084833250148,"park17"
"1184","park","b","17","g1",67,414.580145,81.461362,94,19.6491228493347,"park17"
"1206","park","a","18","g1",32,367.292094,88.37103,94,24.0601503390922,"park18"
"1264","park","b","18","g1",67,368.030794,47.276683,94,12.8458497959277,"park18"
"1286","park","a","19","g1",32,486.108334,71.278692,94,14.6631289806276,"park19"
"1344","park","b","19","g1",67,456.765493,77.09736,94,16.8789808296661,"park19"
"1366","park","a","20","g1",32,480.736782,81.220369,94,16.89497705212,"park20"
"1424","park","b","20","g1",67,568.542586,87.805805,94,15.4440154813662,"park20"
"1446","park","a","21","g2",32,370.94013,61.823355,94,16.6666666666667,"park21"
"1504","park","b","21","g2",67,375.874836,82.188695,94,21.8659742893775,"park21"
"1526","park","a","22","g2",32,373.849464,64.005356,94,17.1206226471947,"park22"
"1584","park","b","22","g2",67,364.39409,53.781055,94,14.7590360205897,"park22"
"1606","park","a","23","g2",32,421.467863,52.683483,94,12.5000000296583,"park23"
"1664","park","b","23","g2",67,358.906226,64.756781,94,18.0428135008168,"park23"
"1686","park","a","24","g2",32,524.639683,96.586385,94,18.410041811496,"park24"
"1744","park","b","24","g2",67,467.78507,90.539046,94,19.3548387510529,"park24"
"1766","park","a","25","g2",32,437.931452,98.78153,94,22.5563908572614,"park25"
"1820","park","b","25","g2",67,440.126596,81.220369,94,18.4538652601671,"park25"
"1842","park","a","26","g2",32,430.24844,75.732506,94,17.6020408115832,"park26"
"1900","park","b","26","g2",67,405.004273,59.268918,94,14.6341463414634,"park26"
"1922","park","a","27","g2",32,427.285054,81.165501,94,18.9956330651341,"park27"
"1979","park","b","27","g2",67,401.711557,87.805805,94,21.8579235448782,"park27"
"2001","park","a","28","g2",32,214.026649,60.366491,94,28.2051283249312,"park28"
"2059","park","b","28","g2",67,455.49261,62.561636,94,13.7349398489692,"park28"
"2081","park","a","29","g2",32,410.492137,69.147071,94,16.8449197359413,"park29"
"2138","park","b","29","g2",67,466.468338,100.976675,94,21.6470587120535,"park29"
"2158","park","a","30","g2",32,327.625409,36.219894,94,11.0552762407997,"park30"
"2216","park","b","30","g2",67,481.534436,89.241035,94,18.5326382348281,"park30"
"2238","park","a","31","g1",32,448.907171,71.342216,94,15.8924206626229,"park31"
"2296","park","b","31","g1",67,425.858151,94.39124,94,22.1649485347059,"park31"
"2318","park","a","32","g1",32,352.320791,58.171346,94,16.5109035532337,"park32"
"2376","park","b","32","g1",67,417.077571,64.756781,94,15.5263158468907,"park32"
"2398","park","a","33","g1",32,482.931927,91.098523,94,18.8636364478756,"park33"
"2456","park","b","33","g1",67,408.296992,88.903377,94,21.7741934772814,"park33"
"2478","park","a","34","g1",32,447.809604,70.244644,94,15.6862745623473,"park34"
"2536","park","b","34","g1",67,402.809128,109.757256,94,27.2479565060899,"park34"
"2558","park","a","35","g1",32,280.978575,49.390765,94,17.5781249513419,"park35"
"2616","park","b","35","g1",67,418.175141,74.634933,94,17.8477689566918,"park35"
"2638","park","a","36","g1",32,443.419314,93.293667,94,21.0396038364716,"park36"
"2696","park","b","36","g1",67,463.175616,113.049973,94,24.4075830192235,"park36"
"2718","park","a","37","g2",32,446.163245,65.854354,94,14.760147712302,"park37"
"2774","park","b","37","g2",67,396.223693,64.756781,94,16.3434903424617,"park37"
"2796","park","a","38","g2",32,514.76153,110.854828,94,21.5351811546601,"park38"
"2854","park","b","38","g2",67,479.783664,99.879102,94,20.8175287101897,"park38"
"2876","park","a","39","g2",32,319.393615,55.976201,94,17.5257733314425,"park39"
"2934","park","b","39","g2",67,365.593415,64.756781,94,17.7127864844065,"park39"
"2956","park","a","40","g2",32,484.029499,107.562111,94,22.2222222451777,"park40"
"3014","park","b","40","g2",67,369.881949,87.805804,94,23.7388724260237,"park40"
"3036","park","a","41","g2",32,380.857675,84.513086,94,22.1902016284692,"park41"
"3094","park","b","41","g2",67,330.36934,65.854353,94,19.9335546694497,"park41"
"3116","park","a","42","g2",32,352.320789,50.488337,94,14.330217965083,"park42"
"3173","park","b","42","g2",67,352.320791,46.098047,94,13.084112030164,"park42"
"3195","park","a","43","g1",32,386.345541,79.025224,94,20.4545453780713,"park43"
"3253","park","b","43","g1",67,271.100422,30.732032,94,11.3360325200822,"park43"
"3275","park","a","44","g2",32,452.19989,94.391239,94,20.873786369121,"park44"
"3333","park","b","44","g2",67,467.56591,114.147546,94,24.4131455178159,"park44"
"3355","park","a","45","g1",32,368.78438,87.805804,94,23.8095236029248,"park45"
"3413","park","b","45","g1",67,430.248442,90.00095,94,20.918367439434,"park45"
"3435","park","a","46","g2",32,332.022663,64.732689,94,19.4964670227948,"park46"
"3493","park","b","46","g2",67,420,119.282708,94,28.4006447619048,"park46"
"3515","park","a","47","g1",32,364.963574,62.550689,94,17.1388854823084,"park47"
"3573","park","b","47","g1",67,378.213466,55.277353,94,14.6153846886033,"park47"
"3595","park","a","48","g2",32,351.223218,63.659208,94,18.1249999252612,"park48"
"3653","park","b","48","g2",67,377.564959,86.708232,94,22.9651163152564,"park48"
"3675","park","a","49","g1",32,453.297465,52.683483,94,11.6222761139862,"park49"
"3731","park","b","49","g1",67,510.371238,97.683957,94,19.1397848716545,"park49"
"3753","park","a","1","g1",32,588.161696,79.711207,94,13.5526008480498,"park1"
"3811","park","b","1","g1",67,539.317219,122.242144,94,22.6660932923041,"park1"
"3832","park","a","2","g1",32,365.491663,65.854354,94,18.0180181018247,"park2"
"3889","park","b","2","g1",67,335.308417,57.622559,94,17.1849426016645,"park2"
"15","party","a","3","g1",30,426.40694,102.074248,216,23.9382238947612,"party3"
"48","party","b","3","g1",14,397.583092,69.541919,216,17.49116609818,"party3"
"95","party","a","4","g1",30,417.077573,40.999684,216,9.83022983113024,"party4"
"128","party","b","4","g1",14,377.016175,47.298825,216,12.545569165567,"party4"
"175","party","a","5","g1",30,463.856996,74.006193,216,15.9545277182798,"party5"
"208","party","b","5","g1",14,469.857498,71.687314,216,15.2572459320421,"party5"
"254","party","a","6","g2",30,440.764155,77.279194,216,17.5330033359904,"party6"
"288","party","b","6","g2",14,286.061779,36.335792,216,12.7020785954072,"party6"
"334","party","a","7","g2",30,412.330138,84.370696,216,20.4619280097348,"party7"
"367","party","b","7","g2",14,422.580814,103.281369,216,24.4406195402899,"party7"
"414","party","a","8","g2",30,467.953642,101.826702,216,21.7599977563589,"party8"
"447","party","b","8","g2",14,497.087049,110.463789,216,22.2222222892796,"party8"
"493","party","a","9","g2",30,565.249869,66.951926,216,11.8446601532959,"party9"
"525","party","b","9","g2",14,487.871003,65.305567,216,13.3858267038675,"party9"
"572","party","a","10","g2",30,439.577799,47.195619,216,10.736579305726,"party10"
"605","party","b","10","g2",14,448.907177,52.683483,216,11.7359413480707,"party10"
"651","party","a","11","g1",30,440.675382,69.147071,216,15.6911581232827,"party11"
"684","party","b","11","g1",14,386.345539,80.671583,216,20.880681891347,"party11"
"730","party","a","12","g1",30,393.56236,73.249777,216,18.61198743701,"party12"
"761","party","b","12","g1",14,381.132071,88.080198,216,23.1101512315399,"party12"
"807","party","a","13","g1",30,616.922505,139.648049,216,22.636238404044,"party13"
"840","party","b","13","g1",14,558.592196,109.100038,216,19.5312499496502,"party13"
"886","party","a","14","g1",30,438.774968,70.405152,216,16.0458451677216,"party14"
"919","party","b","14","g1",14,444.400821,81.461362,216,18.3306056493537,"party14"
"965","party","a","15","g1",30,477.858162,51.640684,216,10.8066970717558,"party15"
"998","party","b","15","g1",14,466.450273,55.919477,216,11.9883040565827,"party15"
"1045","party","a","16","g1",30,520.770849,97.462701,216,18.715083839111,"party16"
"1078","party","b","16","g1",14,381.850132,90.189365,216,23.6190477472455,"party16"
"1125","party","a","17","g1",30,483.313168,63.278022,216,13.0925507910018,"party17"
"1158","party","b","17","g1",14,517.861514,91.644032,216,17.6966292189074,"party17"
"1205","party","a","18","g1",30,468.550565,69.960399,216,14.931237784336,"party18"
"1238","party","b","18","g1",14,405.85214,60.368688,216,14.8745520967316,"party18"
"1285","party","a","19","g1",30,525.156896,66.91469,216,12.7418473430843,"party19"
"1318","party","b","19","g1",14,455.962233,69.824024,216,15.3135542697458,"party19"
"1365","party","a","20","g1",30,426.955726,83.415515,216,19.537275160001,"party20"
"1398","party","b","20","g1",14,386.345541,88.903377,216,23.0113635503302,"party20"
"1445","party","a","21","g2",30,448.03749,69.824024,216,15.584415491659,"party21"
"1478","party","b","21","g2",14,493.859504,101.099368,216,20.4712812411523,"party21"
"1525","party","a","22","g2",30,427.672149,72.733359,216,17.0068027974391,"party22"
"1558","party","b","22","g2",14,447.310157,50.913351,216,11.3821137756995,"party22"
"1605","party","a","23","g2",30,386.345541,58.171346,216,15.0568182693223,"party23"
"1638","party","b","23","g2",14,390.73583,70.244644,216,17.9775281934088,"party23"
"1685","party","a","24","g2",30,643.177519,98.78153,216,15.3583617402523,"party24"
"1718","party","b","24","g2",14,536.7672,75.449205,216,14.0562249332672,"party24"
"1765","party","a","25","g2",30,488.419789,118.537837,216,24.2696630377521,"party25"
