,word,block,id,cond,order,word_duration,vot_duration,mem_1,mem_2,rest,vot_per,rest_per,freq,KF,word_id
810,parcel,a,13,g1,40,667.692233,113.46404,6.216666667,3.426064463,554.228193,16.99346411,83.00653589,0,1,parcel13
847,parcel,b,13,g1,30,667.692234,138.193382,6.216666667,3.426064463,529.498852,20.69716779,79.30283221,0,1,parcel13
889,parcel,a,14,g1,40,496.607772,45.260455,8.373809524,2.884883637,451.347317,9.113924016,90.88607598,0,1,parcel14
926,parcel,b,14,g1,30,529.49885,75.642693,8.373809524,2.884883637,453.856157,14.28571431,85.71428569,0,1,parcel14
968,parcel,a,15,g1,40,474.984771,66.187356,1,3.045307406,408.797415,13.93462697,86.06537303,0,1,parcel15
1005,parcel,b,15,g1,30,599.429517,49.781974,1,3.045307406,549.647543,8.304892,91.695108,0,1,parcel15
1048,parcel,a,16,g1,40,541.136189,88.734698,6.207142857,3.398302189,452.401491,16.39784953,83.60215047,0,1,parcel16
1085,parcel,b,16,g1,30,533.135518,85.825363,6.207142857,3.398302189,447.310155,16.09822646,83.90177354,0,1,parcel16
1128,parcel,a,17,g1,40,519.31618,87.28003,4.833333333,1.762173268,432.03615,16.80672264,83.19327736,0,1,parcel17
1165,parcel,b,17,g1,30,577.502868,90.189365,4.833333333,1.762173268,487.313503,15.6171285,84.3828715,0,1,parcel17
1208,parcel,a,18,g1,40,493.404918,57.072957,11.875,3.426064463,436.331961,11.56716419,88.43283581,0,1,parcel18
1245,parcel,b,18,g1,30,469.130162,72.006025,11.875,3.426064463,397.124137,15.34883724,84.65116276,0,1,parcel18
1288,parcel,a,19,g1,40,603.686878,71.278692,4,3.045307406,532.408186,11.80722898,88.19277102,0,1,parcel19
1325,parcel,b,19,g1,30,536.294631,76.370027,4,3.045307406,459.924604,14.24031168,85.75968832,0,1,parcel19
3834,parcel,a,2,g1,40,506.529737,69.333787,6.938095238,3.426064463,437.19595,13.68799933,86.31200067,0,1,parcel2
3871,parcel,b,2,g1,30,557.566861,47.744406,6.938095238,3.426064463,509.822455,8.562992053,91.43700795,0,1,parcel2
1368,parcel,a,20,g1,40,514.761531,88.903377,8.857142857,3.426064463,425.858154,17.27078883,82.72921117,0,1,parcel20
1405,parcel,b,20,g1,30,507.078523,115.245119,8.857142857,3.426064463,391.833404,22.72727275,77.27272725,0,1,parcel20
1448,parcel,a,21,g2,40,510.588179,72.733359,5.2,1.968031607,437.85482,14.24501428,85.75498572,0,1,parcel21
1485,parcel,b,21,g2,30,496.041505,48.73135,5.2,1.968031607,447.310155,9.824046881,90.17595312,0,1,parcel21
1528,parcel,a,22,g2,40,532.408186,82.916029,5.675,2.198905607,449.492157,15.5737705,84.4262295,0,1,parcel22
1565,parcel,b,22,g2,30,483.676836,66.91469,5.675,2.198905607,416.762146,13.83458645,86.16541355,0,1,parcel22
1608,parcel,a,23,g2,40,454.395039,58.171346,4.964285714,2.243635605,396.223693,12.80193246,87.19806754,0,1,parcel23
1645,parcel,b,23,g2,30,446.71203,74.634934,4.964285714,2.243635605,372.077096,16.70761676,83.29238324,0,1,parcel23
1688,parcel,a,24,g2,40,702.446437,93.293667,3.571428571,2.579662663,609.15277,13.28124994,86.71875006,0,1,parcel24
1725,parcel,b,24,g2,30,653.174544,97.00612,3.571428571,2.579662663,556.168424,14.85148509,85.14851491,0,1,parcel24
1844,parcel,a,26,g2,40,455.492609,45.000475,2.2,1.968031607,410.492134,9.879518155,90.12048185,0,1,parcel26
1881,parcel,b,26,g2,30,511.468811,42.256543,2.2,1.968031607,469.212268,8.261802497,91.7381975,0,1,parcel26
1924,parcel,a,27,g2,40,486.060072,71.836134,3.6,0.967591848,414.223938,14.77927074,85.22072926,0,1,parcel27
1961,parcel,b,27,g2,30,531.225119,86.708232,3.6,0.967591848,444.516887,16.32231401,83.67768599,0,1,parcel27
2003,parcel,a,28,g2,40,448.907177,62.561636,11.90714286,2.198905607,386.345541,13.93643034,86.06356966,0,1,parcel28
2040,parcel,b,28,g2,30,474.151344,71.342216,11.90714286,2.198905607,402.809128,15.04629627,84.95370373,0,1,parcel28
2083,parcel,a,29,g2,40,489.696912,62.561636,8.371428571,2.884883637,427.135276,12.77558311,87.22441689,0,1,parcel29
2119,parcel,b,29,g2,30,461.529261,85.061873,8.371428571,2.884883637,376.467388,18.43043988,81.56956012,0,1,parcel29
18,parcel,a,3,g1,40,485.127072,80.519148,1.821428571,3.426064463,404.607924,16.59753756,83.40246244,0,1,parcel3
55,parcel,b,3,g1,30,397.583092,64.624813,1.821428571,3.426064463,332.958279,16.25441683,83.74558317,0,1,parcel3
2160,parcel,a,30,g2,40,423.114222,57.622559,3,1.938414631,365.491663,13.61867694,86.38132306,0,1,parcel30
2197,parcel,b,30,g2,30,397.072471,64.173329,3,1.938414631,332.899142,16.16161625,83.83838375,0,1,parcel30
2240,parcel,a,31,g1,40,462.078042,70.244643,8.25,3.426064463,391.833399,15.20190025,84.79809975,0,1,parcel31
2277,parcel,b,31,g1,30,411.589707,86.708232,8.25,3.426064463,324.881475,21.06666676,78.93333324,0,1,parcel31
2320,parcel,a,32,g1,40,437.382665,65.305567,6.857142857,3.426064463,372.077098,14.93099115,85.06900885,0,1,parcel32
2357,parcel,b,32,g1,30,473.602557,46.098047,6.857142857,3.426064463,427.50451,9.733487778,90.26651222,0,1,parcel32
2400,parcel,a,33,g1,40,546.591135,65.854354,5.458333333,3.426064463,480.736781,12.04819284,87.95180716,0,1,parcel33
2437,parcel,b,33,g1,30,578.420739,90.00095,5.458333333,3.426064463,488.419789,15.55977231,84.44022769,0,1,parcel33
2480,parcel,a,34,g1,40,658.543536,85.61066,6.514285714,3.426064463,572.932876,13.00000005,86.99999995,0,1,parcel34
2517,parcel,b,34,g1,30,533.420262,55.9762,6.514285714,3.426064463,477.444062,10.4938271,89.5061729,0,1,parcel34
2560,parcel,a,35,g1,40,457.687757,46.098047,7.333333333,3.426064463,411.58971,10.07194234,89.92805766,0,1,parcel35
2597,parcel,b,35,g1,30,487.322212,47.19562,7.333333333,3.426064463,440.126592,9.68468476,90.31531524,0,1,parcel35
2640,parcel,a,36,g1,40,587.201319,122.928127,8.804761905,3.426064463,464.273192,20.93457951,79.06542049,0,1,parcel36
2677,parcel,b,36,g1,30,496.102792,92.196094,8.804761905,3.426064463,403.906698,18.58407078,81.41592922,0,1,parcel36
2720,parcel,a,37,g2,40,614.091847,74.086148,6.733333333,2.504126581,540.005699,12.0643432,87.9356568,0,1,parcel37
2756,parcel,b,37,g2,30,578.420737,83.415514,6.733333333,2.504126581,495.005223,14.42125233,85.57874767,0,1,parcel37
2798,parcel,a,38,g2,40,477.444063,92.196095,4.75,2.884883637,385.247968,19.31034484,80.68965516,0,1,parcel38
2835,parcel,b,38,g2,30,580.615881,98.78153,4.75,2.884883637,481.834351,17.01323254,82.98676746,0,1,parcel38
2878,parcel,a,39,g2,40,488.41979,54.878628,4.857142857,2.884883637,433.541162,11.23595504,88.76404496,0,1,parcel39
2915,parcel,b,39,g2,30,451.102322,51.58591,4.857142857,2.884883637,399.516412,11.43552305,88.56447695,0,1,parcel39
98,parcel,a,4,g1,40,515.310317,80.259994,5.5,3.426064463,435.050323,15.57507998,84.42492002,0,1,parcel4
135,parcel,b,4,g1,30,432.78658,63.176201,5.5,3.426064463,369.610379,14.59754159,85.40245841,0,1,parcel4
2958,parcel,a,40,g2,40,481.834354,81.220369,5.777777778,2.884883637,400.613985,16.85649193,83.14350807,0,1,parcel40
2995,parcel,b,40,g2,30,587.201313,88.903376,5.777777778,2.884883637,498.297937,15.14018685,84.85981315,0,1,parcel40
3038,parcel,a,41,g2,40,453.297463,73.537361,3.125,1.438014982,379.760102,16.22276033,83.77723967,0,1,parcel41
3075,parcel,b,41,g2,30,498.926756,74.634934,3.125,1.438014982,424.291822,14.95909632,85.04090368,0,1,parcel41
3118,parcel,a,42,g2,40,370.979523,45.000475,8.833333333,2.579662663,325.979048,12.1301776,87.8698224,0,1,parcel42
3155,parcel,b,42,g2,30,457.687757,68.049499,8.833333333,2.579662663,389.638258,14.86810559,85.13189441,0,1,parcel42
3197,parcel,a,43,g1,40,644.275092,86.708232,5.478571429,3.426064463,557.56686,13.45826233,86.54173767,0,1,parcel43
3234,parcel,b,43,g1,30,450.004749,69.147071,5.478571429,3.426064463,380.857678,15.36585362,84.63414638,0,1,parcel43
3277,parcel,a,44,g2,40,619.030918,94.391239,12.31746032,3.426064463,524.639679,15.24822691,84.75177309,0,1,parcel44
3314,parcel,b,44,g2,30,583.908602,105.366966,12.31746032,3.426064463,478.541636,18.04511282,81.95488718,0,1,parcel44
3357,parcel,a,45,g1,40,541.814554,92.196094,2.75,1.773534191,449.61846,17.01617155,82.98382845,0,1,parcel45
3394,parcel,b,45,g1,30,482.931925,87.805805,2.75,1.773534191,395.12612,18.18181828,81.81818172,0,1,parcel45
3437,parcel,a,46,g2,40,560.774192,73.460692,6.666666667,3.426064463,487.3135,13.09987033,86.90012967,0,1,parcel46
3474,parcel,b,46,g2,30,588.412873,81.461362,6.666666667,3.426064463,506.951511,13.84425218,86.15574782,0,1,parcel46
3517,parcel,a,47,g1,40,472.766832,69.824024,10.52380952,3.426064463,402.942808,14.76923068,85.23076932,0,1,parcel47
3554,parcel,b,47,g1,30,477.858167,56.004686,10.52380952,3.426064463,421.853481,11.71993907,88.28006093,0,1,parcel47
3597,parcel,a,48,g2,40,504.883375,69.147071,0.75,1.599676144,435.736304,13.69565219,86.30434781,0,1,parcel48
3634,parcel,b,48,g2,30,534.517835,68.049499,0.75,1.599676144,466.468336,12.73100625,87.26899375,0,1,parcel48
3677,parcel,a,49,g1,40,654.153243,74.634934,0.375,3.426064463,579.518309,11.40939601,88.59060399,0,1,parcel49
3713,parcel,b,49,g1,30,610.250341,75.732506,0.375,3.426064463,534.517835,12.41007189,87.58992811,0,1,parcel49
178,parcel,a,5,g1,40,503.314841,74.188026,8.214285714,3.426064463,429.126815,14.73988445,85.26011555,0,1,parcel5
215,parcel,b,5,g1,30,468.402831,79.235834,8.214285714,3.426064463,389.166997,16.91617316,83.08382684,0,1,parcel5
257,parcel,a,6,g2,40,559.319529,74.188026,7.458333333,2.348788663,485.131503,13.2639792,86.7360208,0,1,parcel6
294,parcel,b,6,g2,30,521.975596,60.77987,7.458333333,2.348788663,461.195726,11.64419763,88.35580237,0,1,parcel6
337,parcel,a,7,g2,40,419.67148,77.09736,3.875,2.504126581,342.57412,18.37088382,81.62911618,0,1,parcel7
374,parcel,b,7,g2,30,385.45101,63.278022,3.875,2.504126581,322.172988,16.41661855,83.58338145,0,1,parcel7
417,parcel,a,8,g2,40,506.224177,82.188695,4,2.579662663,424.035482,16.2356321,83.7643679,0,1,parcel8
454,parcel,b,8,g2,30,575.332232,81.006778,4,2.579662663,494.325454,14.07999995,85.92000005,0,1,parcel8
496,parcel,a,9,g2,40,578.42074,69.695858,3,2.154291247,508.724882,12.04933592,87.95066408,0,1,parcel9
532,parcel,b,9,g2,30,518.054249,64.756781,3,2.154291247,453.297468,12.49999998,87.50000002,0,1,parcel9
3753,park,a,1,g1,32,588.161696,79.711207,7.957142857,3.426064463,508.450489,13.55260085,86.44739915,1,94,park1
3811,park,b,1,g1,67,539.317219,122.242144,7.957142857,3.426064463,417.075075,22.66609329,77.33390671,1,94,park1
573,park,a,10,g2,32,440.126585,83.415512,0.75,1.773534191,356.711073,18.95261837,81.04738163,1,94,park10
630,park,b,10,g2,67,444.516887,63.659209,0.75,1.773534191,380.857678,14.32098776,85.67901224,1,94,park10
652,park,a,11,g1,32,458.236543,70.244644,3.714285714,3.426064463,387.991899,15.32934138,84.67065862,1,94,park11
710,park,b,11,g1,67,430,87.805804,3.714285714,3.426064463,342.194196,20.41995442,79.58004558,1,94,park11
731,park,a,12,g1,32,388.596273,69.525212,2.871428571,1.438014982,319.071061,17.89137386,82.10862614,1,94,park12
786,park,b,12,g1,67,524.36529,139.940501,2.871428571,1.438014982,384.424789,26.68759807,73.31240193,1,94,park12
808,park,a,13,g1,32,605.141544,112.009372,6.216666667,3.426064463,493.132172,18.50961533,81.49038467,1,94,park13
866,park,b,13,g1,67,683.693573,155.649388,6.216666667,3.426064463,528.044185,22.76595746,77.23404254,1,94,park13
887,park,a,14,g1,32,354.540232,51.546629,8.373809524,2.884883637,302.993603,14.53900696,85.46099304,1,94,park14
945,park,b,14,g1,67,428.399482,86.552697,8.373809524,2.884883637,341.846785,20.20373521,79.79626479,1,94,park14
966,park,a,15,g1,32,330.936779,57.459353,1,3.045307406,273.477426,17.36263741,82.63736259,1,94,park15
1024,park,b,15,g1,67,418.714134,52.509753,1,3.045307406,366.204381,12.54071662,87.45928338,1,94,park15
1046,park,a,16,g1,32,433.490818,75.642693,6.207142857,3.398302189,357.848125,17.44966441,82.55033559,1,94,park16
1104,park,b,16,g1,67,456.765491,69.096691,6.207142857,3.398302189,387.6688,15.12738864,84.87261136,1,94,park16
1126,park,a,17,g1,32,424.399147,86.18903,4.833333333,1.762173268,338.210117,20.30848333,79.69151667,1,94,park17
1184,park,b,17,g1,67,414.580145,81.461362,4.833333333,1.762173268,333.118783,19.64912285,80.35087715,1,94,park17
1206,park,a,18,g1,32,367.292094,88.37103,11.875,3.426064463,278.921064,24.06015034,75.93984966,1,94,park18
1264,park,b,18,g1,67,368.030794,47.276683,11.875,3.426064463,320.754111,12.8458498,87.1541502,1,94,park18
1286,park,a,19,g1,32,486.108334,71.278692,4,3.045307406,414.829642,14.66312898,85.33687102,1,94,park19
1344,park,b,19,g1,67,456.765493,77.09736,4,3.045307406,379.668133,16.87898083,83.12101917,1,94,park19
3832,park,a,2,g1,32,365.491663,65.854354,6.938095238,3.426064463,299.637309,18.0180181,81.9819819,1,94,park2
3889,park,b,2,g1,67,335.308417,57.622559,6.938095238,3.426064463,277.685858,17.1849426,82.8150574,1,94,park2
1366,park,a,20,g1,32,480.736782,81.220369,8.857142857,3.426064463,399.516413,16.89497705,83.10502295,1,94,park20
1424,park,b,20,g1,67,568.542586,87.805805,8.857142857,3.426064463,480.736781,15.44401548,84.55598452,1,94,park20
1446,park,a,21,g2,32,370.94013,61.823355,5.2,1.968031607,309.116775,16.66666667,83.33333333,1,94,park21
1504,park,b,21,g2,67,375.874836,82.188695,5.2,1.968031607,293.686141,21.86597429,78.13402571,1,94,park21
1526,park,a,22,g2,32,373.849464,64.005356,5.675,2.198905607,309.844108,17.12062265,82.87937735,1,94,park22
1584,park,b,22,g2,67,364.39409,53.781055,5.675,2.198905607,310.613035,14.75903602,85.24096398,1,94,park22
1606,park,a,23,g2,32,421.467863,52.683483,4.964285714,2.243635605,368.78438,12.50000003,87.49999997,1,94,park23
1664,park,b,23,g2,67,358.906226,64.756781,4.964285714,2.243635605,294.149445,18.0428135,81.9571865,1,94,park23
1686,park,a,24,g2,32,524.639683,96.586385,3.571428571,2.579662663,428.053298,18.41004181,81.58995819,1,94,park24
1744,park,b,24,g2,67,467.78507,90.539046,3.571428571,2.579662663,377.246024,19.35483875,80.64516125,1,94,park24
1766,park,a,25,g2,32,437.931452,98.78153,1.916666667,1.51171755,339.149922,22.55639086,77.44360914,1,94,park25
1820,park,b,25,g2,67,440.126596,81.220369,1.916666667,1.51171755,358.906227,18.45386526,81.54613474,1,94,park25
1842,park,a,26,g2,32,430.24844,75.732506,2.2,1.968031607,354.515934,17.60204081,82.39795919,1,94,park26
1900,park,b,26,g2,67,405.004273,59.268918,2.2,1.968031607,345.735355,14.63414634,85.36585366,1,94,park26
1922,park,a,27,g2,32,427.285054,81.165501,3.6,0.967591848,346.119553,18.99563307,81.00436693,1,94,park27
1979,park,b,27,g2,67,401.711557,87.805805,3.6,0.967591848,313.905752,21.85792354,78.14207646,1,94,park27
2001,park,a,28,g2,32,214.026649,60.366491,11.90714286,2.198905607,153.660158,28.20512832,71.79487168,1,94,park28
2059,park,b,28,g2,67,455.49261,62.561636,11.90714286,2.198905607,392.930974,13.73493985,86.26506015,1,94,park28
2081,park,a,29,g2,32,410.492137,69.147071,8.371428571,2.884883637,341.345066,16.84491974,83.15508026,1,94,park29
2138,park,b,29,g2,67,466.468338,100.976675,8.371428571,2.884883637,365.491663,21.64705871,78.35294129,1,94,park29
16,park,a,3,g1,32,399.518925,76.830079,1.821428571,3.426064463,322.688846,19.23064821,80.76935179,1,94,park3
74,park,b,3,g1,67,377.735187,73.12486,1.821428571,3.426064463,304.610327,19.3587631,80.6412369,1,94,park3
2158,park,a,30,g2,32,327.625409,36.219894,3,1.938414631,291.405515,11.05527624,88.94472376,1,94,park30
2216,park,b,30,g2,67,481.534436,89.241035,3,1.938414631,392.293401,18.53263823,81.46736177,1,94,park30
2238,park,a,31,g1,32,448.907171,71.342216,8.25,3.426064463,377.564955,15.89242066,84.10757934,1,94,park31
2296,park,b,31,g1,67,425.858151,94.39124,8.25,3.426064463,331.466911,22.16494853,77.83505147,1,94,park31
2318,park,a,32,g1,32,352.320791,58.171346,6.857142857,3.426064463,294.149445,16.51090355,83.48909645,1,94,park32
2376,park,b,32,g1,67,417.077571,64.756781,6.857142857,3.426064463,352.32079,15.52631585,84.47368415,1,94,park32
2398,park,a,33,g1,32,482.931927,91.098523,5.458333333,3.426064463,391.833404,18.86363645,81.13636355,1,94,park33
2456,park,b,33,g1,67,408.296992,88.903377,5.458333333,3.426064463,319.393615,21.77419348,78.22580652,1,94,park33
2478,park,a,34,g1,32,447.809604,70.244644,6.514285714,3.426064463,377.56496,15.68627456,84.31372544,1,94,park34
2536,park,b,34,g1,67,402.809128,109.757256,6.514285714,3.426064463,293.051872,27.24795651,72.75204349,1,94,park34
2558,park,a,35,g1,32,280.978575,49.390765,7.333333333,3.426064463,231.58781,17.57812495,82.42187505,1,94,park35
2616,park,b,35,g1,67,418.175141,74.634933,7.333333333,3.426064463,343.540208,17.84776896,82.15223104,1,94,park35
2638,park,a,36,g1,32,443.419314,93.293667,8.804761905,3.426064463,350.125647,21.03960384,78.96039616,1,94,park36
2696,park,b,36,g1,67,463.175616,113.049973,8.804761905,3.426064463,350.125643,24.40758302,75.59241698,1,94,park36
2718,park,a,37,g2,32,446.163245,65.854354,6.733333333,2.504126581,380.308891,14.76014771,85.23985229,1,94,park37
2774,park,b,37,g2,67,396.223693,64.756781,6.733333333,2.504126581,331.466912,16.34349034,83.65650966,1,94,park37
2796,park,a,38,g2,32,514.76153,110.854828,4.75,2.884883637,403.906702,21.53518115,78.46481885,1,94,park38
2854,park,b,38,g2,67,479.783664,99.879102,4.75,2.884883637,379.904562,20.81752871,79.18247129,1,94,park38
2876,park,a,39,g2,32,319.393615,55.976201,4.857142857,2.884883637,263.417414,17.52577333,82.47422667,1,94,park39
2934,park,b,39,g2,67,365.593415,64.756781,4.857142857,2.884883637,300.836634,17.71278648,82.28721352,1,94,park39
96,park,a,4,g1,32,424.486188,90.549736,5.5,3.426064463,333.936452,21.3316095,78.6683905,1,94,park4
154,park,b,4,g1,67,391.421814,80.671583,5.5,3.426064463,310.750231,20.6098843,79.3901157,1,94,park4
2956,park,a,40,g2,32,484.029499,107.562111,5.777777778,2.884883637,376.467388,22.22222225,77.77777775,1,94,park40
3014,park,b,40,g2,67,369.881949,87.805804,5.777777778,2.884883637,282.076145,23.73887243,76.26112757,1,94,park40
3036,park,a,41,g2,32,380.857675,84.513086,3.125,1.438014982,296.344589,22.19020163,77.80979837,1,94,park41
3094,park,b,41,g2,67,330.36934,65.854353,3.125,1.438014982,264.514987,19.93355467,80.06644533,1,94,park41
3116,park,a,42,g2,32,352.320789,50.488337,8.833333333,2.579662663,301.832452,14.33021797,85.66978203,1,94,park42
3173,park,b,42,g2,67,352.320791,46.098047,8.833333333,2.579662663,306.222744,13.08411203,86.91588797,1,94,park42
3195,park,a,43,g1,32,386.345541,79.025224,5.478571429,3.426064463,307.320317,20.45454538,79.54545462,1,94,park43
3253,park,b,43,g1,67,271.100422,30.732032,5.478571429,3.426064463,240.36839,11.33603252,88.66396748,1,94,park43
3275,park,a,44,g2,32,452.19989,94.391239,12.31746032,3.426064463,357.808651,20.87378637,79.12621363,1,94,park44
3333,park,b,44,g2,67,467.56591,114.147546,12.31746032,3.426064463,353.418364,24.41314552,75.58685448,1,94,park44
3355,park,a,45,g1,32,368.78438,87.805804,2.75,1.773534191,280.978576,23.8095236,76.1904764,1,94,park45
3413,park,b,45,g1,67,430.248442,90.00095,2.75,1.773534191,340.247492,20.91836744,79.08163256,1,94,park45
3435,park,a,46,g2,32,332.022663,64.732689,6.666666667,3.426064463,267.289974,19.49646702,80.50353298,1,94,park46
3493,park,b,46,g2,67,420,119.282708,6.666666667,3.426064463,300.717292,28.40064476,71.59935524,1,94,park46
3515,park,a,47,g1,32,364.963574,62.550689,10.52380952,3.426064463,302.412885,17.13888548,82.86111452,1,94,park47
3573,park,b,47,g1,67,378.213466,55.277353,10.52380952,3.426064463,322.936113,14.61538469,85.38461531,1,94,park47
3595,park,a,48,g2,32,351.223218,63.659208,0.75,1.599676144,287.56401,18.12499993,81.87500007,1,94,park48
3653,park,b,48,g2,67,377.564959,86.708232,0.75,1.599676144,290.856727,22.96511632,77.03488368,1,94,park48
3675,park,a,49,g1,32,453.297465,52.683483,0.375,3.426064463,400.613982,11.62227611,88.37772389,1,94,park49
3731,park,b,49,g1,67,510.371238,97.683957,0.375,3.426064463,412.687281,19.13978487,80.86021513,1,94,park49
176,park,a,5,g1,32,395.976144,77.09736,8.214285714,3.426064463,318.878784,19.47020324,80.52979676,1,94,park5
234,park,b,5,g1,67,421.222208,90,8.214285714,3.426064463,331.222208,21.36639481,78.63360519,1,94,park5
335,park,a,7,g2,32,401.48814,76.370027,3.875,2.504126581,325.118113,19.02173922,80.97826078,1,94,park7
393,park,b,7,g2,67,334.57345,50.913351,3.875,2.504126581,283.660099,15.21739128,84.78260872,1,94,park7
415,park,a,8,g2,32,422.217148,80.370361,4,2.579662663,341.846787,19.03531426,80.96468574,1,94,park8
473,park,b,8,g2,67,421.452761,78.245184,4,2.579662663,343.207577,18.56558818,81.43441182,1,94,park8
494,park,a,9,g2,32,538.908127,74.634934,3,2.154291247,464.273193,13.84928715,86.15071285,1,94,park9
551,park,b,9,g2,67,386.894328,66.951926,3,2.154291247,319.942402,17.30496447,82.69503553,1,94,park9
3752,party,a,1,g1,30,492.261294,99.879103,7.957142857,3.426064463,392.382191,20.28985505,79.71014495,1,216,party1
3785,party,b,1,g1,14,318.433239,68.598285,7.957142857,3.426064463,249.834954,21.5424386,78.4575614,1,216,party1
572,party,a,10,g2,30,439.577799,47.195619,0.75,1.773534191,392.38218,10.73657931,89.26342069,1,216,party10
605,party,b,10,g2,14,448.907177,52.683483,0.75,1.773534191,396.223694,11.73594135,88.26405865,1,216,party10
651,party,a,11,g1,30,440.675382,69.147071,3.714285714,3.426064463,371.528311,15.69115812,84.30884188,1,216,party11
684,party,b,11,g1,14,386.345539,80.671583,3.714285714,3.426064463,305.673956,20.88068189,79.11931811,1,216,party11
730,party,a,12,g1,30,393.56236,73.249777,2.871428571,1.438014982,320.312583,18.61198744,81.38801256,1,216,party12
761,party,b,12,g1,14,381.132071,88.080198,2.871428571,1.438014982,293.051873,23.11015123,76.88984877,1,216,party12
807,party,a,13,g1,30,616.922505,139.648049,6.216666667,3.426064463,477.274456,22.6362384,77.3637616,1,216,party13
840,party,b,13,g1,14,558.592196,109.100038,6.216666667,3.426064463,449.492158,19.53124995,80.46875005,1,216,party13
886,party,a,14,g1,30,438.774968,70.405152,8.373809524,2.884883637,368.369816,16.04584517,83.95415483,1,216,party14
919,party,b,14,g1,14,444.400821,81.461362,8.373809524,2.884883637,362.939459,18.33060565,81.66939435,1,216,party14
965,party,a,15,g1,30,477.858162,51.640684,1,3.045307406,426.217478,10.80669707,89.19330293,1,216,party15
998,party,b,15,g1,14,466.450273,55.919477,1,3.045307406,410.530796,11.98830406,88.01169594,1,216,party15
1045,party,a,16,g1,30,520.770849,97.462701,6.207142857,3.398302189,423.308148,18.71508384,81.28491616,1,216,party16
1078,party,b,16,g1,14,381.850132,90.189365,6.207142857,3.398302189,291.660767,23.61904775,76.38095225,1,216,party16
1125,party,a,17,g1,30,483.313168,63.278022,4.833333333,1.762173268,420.035146,13.09255079,86.90744921,1,216,party17
1158,party,b,17,g1,14,517.861514,91.644032,4.833333333,1.762173268,426.217482,17.69662922,82.30337078,1,216,party17
1205,party,a,18,g1,30,468.550565,69.960399,11.875,3.426064463,398.590166,14.93123778,85.06876222,1,216,party18
1238,party,b,18,g1,14,405.85214,60.368688,11.875,3.426064463,345.483452,14.8745521,85.1254479,1,216,party18
1285,party,a,19,g1,30,525.156896,66.91469,4,3.045307406,458.242206,12.74184734,87.25815266,1,216,party19
1318,party,b,19,g1,14,455.962233,69.824024,4,3.045307406,386.138209,15.31355427,84.68644573,1,216,party19
3831,party,a,2,g1,30,421.742256,65.854354,6.938095238,3.426064463,355.887902,15.61483419,84.38516581,1,216,party2
3864,party,b,2,g1,14,578.42074,81.28747,6.938095238,3.426064463,497.13327,14.05334636,85.94665364,1,216,party2
1365,party,a,20,g1,30,426.955726,83.415515,8.857142857,3.426064463,343.540211,19.53727516,80.46272484,1,216,party20
1398,party,b,20,g1,14,386.345541,88.903377,8.857142857,3.426064463,297.442164,23.01136355,76.98863645,1,216,party20
1445,party,a,21,g2,30,448.03749,69.824024,5.2,1.968031607,378.213466,15.58441549,84.41558451,1,216,party21
1478,party,b,21,g2,14,493.859504,101.099368,5.2,1.968031607,392.760136,20.47128124,79.52871876,1,216,party21
1525,party,a,22,g2,30,427.672149,72.733359,5.675,2.198905607,354.93879,17.0068028,82.9931972,1,216,party22
1558,party,b,22,g2,14,447.310157,50.913351,5.675,2.198905607,396.396806,11.38211378,88.61788622,1,216,party22
1605,party,a,23,g2,30,386.345541,58.171346,4.964285714,2.243635605,328.174195,15.05681827,84.94318173,1,216,party23
1638,party,b,23,g2,14,390.73583,70.244644,4.964285714,2.243635605,320.491186,17.97752819,82.02247181,1,216,party23
1685,party,a,24,g2,30,643.177519,98.78153,3.571428571,2.579662663,544.395989,15.35836174,84.64163826,1,216,party24
1718,party,b,24,g2,14,536.7672,75.449205,3.571428571,2.579662663,461.317995,14.05622493,85.94377507,1,216,party24
1765,party,a,25,g2,30,488.419789,118.537837,1.916666667,1.51171755,369.881952,24.26966304,75.73033696,1,216,party25
1794,party,b,25,g2,14,435.736306,102.074248,1.916666667,1.51171755,333.662058,23.42569269,76.57430731,1,216,party25
1841,party,a,26,g2,30,442.321738,71.342216,2.2,1.968031607,370.979522,16.1290323,83.8709677,1,216,party26
1874,party,b,26,g2,14,428.053296,53.232269,2.2,1.968031607,374.821027,12.43589747,87.56410253,1,216,party26
1921,party,a,27,g2,30,486.060072,81.165501,3.6,0.967591848,404.894571,16.69865633,83.30134367,1,216,party27
1954,party,b,27,g2,14,468.663483,77.927652,3.6,0.967591848,390.735831,16.62763472,83.37236528,1,216,party27
2000,party,a,28,g2,30,346.832929,80.122797,11.90714286,2.198905607,266.710132,23.10126585,76.89873415,1,216,party28
2033,party,b,28,g2,14,400.613983,63.659208,11.90714286,2.198905607,336.954775,15.89041089,84.10958911,1,216,party28
2080,party,a,29,g2,30,420.37029,88.903377,8.371428571,2.884883637,331.466913,21.148825,78.851175,1,216,party29
2113,party,b,29,g2,14,426.406939,84.513087,8.371428571,2.884883637,341.893852,19.81981982,80.18018018,1,216,party29
15,party,a,3,g1,30,426.40694,102.074248,1.821428571,3.426064463,324.332692,23.93822389,76.06177611,1,216,party3
48,party,b,3,g1,14,397.583092,69.541919,1.821428571,3.426064463,328.041173,17.4911661,82.5088339,1,216,party3
2157,party,a,30,g2,30,403.357916,62.561636,3,1.938414631,340.79628,15.51020409,84.48979591,1,216,party30
